Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
158,174,113,136,0,0,111,131,FF,HS
158,173,114,129,1,-7,111,131,FF,HS
157,172,106,132,-8,3,111,131,FF,HS
166,171,113,130,7,-2,111,131,FF,HS
165,171,113,126,0,-4,108,129,FF,HS
164,168,111,126,-2,0,108,129,FF,HS
159,168,106,132,-5,6,108,129,FF,HS
159,168,102,133,-4,1,108,129,FF,HS
153,172,103,127,1,-6,103,129,TO,HS
156,170,107,129,4,2,103,129,TO,HS
148,174,103,129,-4,0,103,129,TO,HS
150,173,100,133,-3,4,103,129,TO,HS
161,172,104,132,4,-1,109,130,FF,HS
159,172,109,132,5,0,109,130,FF,HS
163,175,110,133,1,1,109,130,FF,HS
164,176,116,125,6,-8,109,130,FF,HS
165,175,115,122,-1,-3,117,122,HS,TO
167,178,117,125,2,3,117,122,HS,TO
164,178,119,121,2,-4,117,122,HS,TO
166,177,118,121,-1,0,117,122,HS,TO
166,177,123,116,5,-5,123,120,HS,TO
167,177,123,119,0,3,123,120,HS,TO
169,177,124,122,1,3,123,120,HS,TO
172,177,122,126,-2,4,123,120,HS,TO
171,174,121,126,-1,0,120,118,HS,TO
172,176,121,118,0,-8,120,118,HS,TO
172,174,121,112,0,-6,120,118,HS,TO
172,168,120,116,-1,4,120,118,HS,TO
171,162,119,125,-1,9,119,123,HS,TO
173,160,120,128,1,3,119,123,HS,TO
172,158,119,123,-1,-5,119,123,HS,TO
173,151,119,119,0,-4,119,123,HS,TO
174,152,120,114,1,-5,120,113,HS,TO
174,156,120,117,0,3,120,113,HS,TO
173,156,120,109,0,-8,120,113,HS,TO
173,163,121,113,1,4,120,113,HS,TO
173,165,116,120,-5,7,114,127,FF,HS
174,172,116,124,0,4,114,127,FF,HS
173,172,114,132,-2,8,114,127,FF,HS
171,177,113,133,-1,1,114,127,FF,HS
171,178,111,127,-2,-6,107,131,FF,HS
170,173,111,130,0,3,107,131,FF,HS
168,173,104,136,-7,6,107,131,FF,HS
168,168,105,131,1,-5,107,131,FF,HS
170,163,105,134,0,3,103,136,TO,HS
169,167,111,137,6,3,103,136,TO,HS
166,169,101,139,-10,2,103,136,TO,HS
167,172,97,136,-4,-3,103,136,TO,HS
166,171,96,136,-1,0,96,134,TO,HS
167,174,95,135,-1,-1,96,134,TO,HS
166,174,98,137,3,2,96,134,TO,HS
168,175,98,131,0,-6,96,134,TO,HS
168,176,99,130,1,-1,100,131,TO,HS
159,176,95,130,-4,0,100,131,TO,HS
163,176,102,133,7,3,100,131,TO,HS
160,176,107,132,5,-1,100,131,TO,HS
161,177,98,131,-9,-1,101,131,TO,HS
161,177,99,132,1,1,101,131,TO,HS
154,177,102,131,3,-1,101,131,TO,HS
155,179,106,131,4,0,101,131,TO,HS
149,178,104,126,-2,-5,100,127,TO,HS
149,175,108,127,4,1,100,127,TO,HS
148,177,99,128,-9,1,100,127,TO,HS
147,176,89,130,-10,2,100,127,TO,HS
149,177,91,130,2,0,94,126,TO,HS
149,179,91,125,0,-5,94,126,TO,HS
150,178,95,123,4,-2,94,126,TO,HS
153,179,102,128,7,5,94,126,TO,HS
159,179,112,129,10,1,117,129,HS,HS
162,178,116,130,4,1,117,129,HS,HS
165,179,116,129,0,-1,117,129,HS,HS
168,178,126,129,10,0,117,129,HS,HS
169,178,117,129,-9,0,118,129,HS,HS
168,178,118,131,1,2,118,129,HS,HS
168,177,117,125,-1,-6,118,129,HS,HS
167,178,122,133,5,8,118,129,HS,HS
167,178,122,131,0,-2,123,131,HS,HS
166,178,125,132,3,1,123,131,HS,HS
167,179,123,132,-2,0,123,131,HS,HS
168,178,123,131,0,-1,123,131,HS,HS
168,176,121,131,-2,0,121,127,HS,HS
169,176,122,131,1,0,121,127,HS,HS
170,177,122,127,0,-4,121,127,HS,HS
170,175,121,119,-1,-8,121,127,HS,HS
172,174,123,119,2,0,125,118,HS,TO
173,174,125,120,2,1,125,118,HS,TO
174,172,126,117,1,-3,125,118,HS,TO
175,170,126,116,0,-1,125,118,HS,TO
175,167,126,114,0,-2,122,115,HS,TO
174,162,123,118,-3,4,122,115,HS,TO
174,159,121,117,-2,-1,122,115,HS,TO
174,159,121,113,0,-4,122,115,HS,TO
175,156,121,119,0,6,119,122,HS,TO
175,163,120,123,-1,4,119,122,HS,TO
176,160,118,120,-2,-3,119,122,HS,TO
175,168,118,126,0,6,119,122,HS,TO
176,173,117,132,-1,6,114,134,FF,HS
176,178,115,135,-2,3,114,134,FF,HS
176,176,114,136,-1,1,114,134,FF,HS
176,172,113,136,-1,0,114,134,FF,HS
176,169,113,134,0,-2,109,136,FF,HS
175,165,110,136,-3,2,109,136,FF,HS
174,164,109,141,-1,5,109,136,FF,HS
172,165,104,134,-5,-7,109,136,FF,HS
173,170,105,131,1,-3,104,133,TO,HS
174,168,104,133,-1,2,104,133,TO,HS
175,170,103,134,-1,1,104,133,TO,HS
176,169,105,134,2,0,104,133,TO,HS
176,172,105,133,0,-1,104,130,TO,HS
176,177,104,130,-1,-3,104,130,TO,HS
174,178,103,130,-1,0,104,130,TO,HS
174,179,106,128,3,-2,104,130,TO,HS
171,177,108,129,2,1,115,128,HS,HS
165,176,118,127,10,-2,115,128,HS,HS
164,177,116,128,-2,1,115,128,HS,HS
157,176,120,128,4,0,115,128,HS,HS
156,176,119,127,-1,-1,124,125,HS,FF
152,173,126,125,7,-2,124,125,HS,FF
150,174,127,123,1,-2,124,125,HS,FF
151,174,113,123,-14,0,124,125,HS,FF
