Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
157,178,128,123,0,0
157,178,131,140,3,17
159,176,136,138,5,-2
147,171,140,131,4,-7
144,173,128,134,-12,3
154,170,136,129,8,-5
154,170,133,129,-3,0
160,173,127,130,-6,1
156,175,128,129,1,-1
158,174,109,127,-19,-2
143,174,124,128,15,1
152,172,115,123,-9,-5
149,172,110,128,-5,5
157,172,97,124,-13,-4
163,175,120,133,23,9
168,167,108,128,-12,-5
171,168,135,126,27,-2
175,167,115,124,-20,-2
172,163,112,108,-3,-16
168,160,136,127,24,19
169,154,130,130,-6,3
171,147,127,84,-3,-46
167,134,126,126,-1,42
167,133,124,80,-2,-46
166,129,126,119,2,39
166,130,122,123,-4,4
168,130,121,118,-1,-5
168,138,121,131,0,13
171,142,122,118,1,-13
173,148,121,122,-1,4
172,153,121,131,0,9
175,159,125,110,4,-21
174,167,129,138,4,28
173,171,118,121,-11,-17
175,175,119,124,1,3
173,178,127,128,8,4
169,177,119,142,-8,14
171,179,118,142,-1,0
172,176,120,139,2,-3
169,176,112,138,-8,-1
169,177,115,138,3,0
171,176,114,138,-1,0
165,174,109,135,-5,-3
158,174,89,134,-20,-1
161,172,122,131,33,-3
152,172,120,130,-2,-1
141,174,127,132,7,2
145,174,110,132,-17,0
145,174,124,132,14,0
145,175,114,136,-10,4
147,174,117,132,3,-4
153,175,119,130,2,-2
154,174,113,124,-6,-6
158,174,132,126,19,2
165,169,119,111,-13,-15
173,167,114,114,-5,3
174,166,135,120,21,6
172,165,123,113,-12,-7
172,163,136,117,13,4
175,167,136,117,0,0
179,168,135,117,-1,0
176,165,135,115,0,-2
170,159,132,114,-3,-1
172,157,134,124,2,10
171,142,132,131,-2,7
166,134,128,73,-4,-58
165,128,126,71,-2,-2
160,122,123,70,-3,-1
163,126,126,73,3,3
161,121,126,131,0,58
162,130,125,117,-1,-14
167,132,122,110,-3,-7
167,140,122,123,0,13
169,149,135,126,13,3
173,159,131,128,-4,2
173,169,129,136,-2,8
174,175,128,138,-1,2
172,178,125,140,-3,2
173,178,126,138,1,-2
173,177,125,137,-1,-1
173,178,119,136,-6,-1
172,178,121,136,2,0
168,175,114,134,-7,-2
165,176,113,133,-1,-1
159,171,123,128,10,-5
157,172,114,128,-9,0
154,171,123,126,9,-2
151,172,127,124,4,-2
153,171,111,124,-16,0
153,168,114,123,3,-1
153,168,108,122,-6,-1
153,164,113,120,5,-2
158,160,111,117,-2,-3
162,158,127,119,16,2
166,155,122,117,-5,-2
169,155,129,118,7,1
172,153,131,118,2,0
175,151,130,121,-1,3
177,151,134,122,4,1
179,150,134,115,0,-7
178,149,131,121,-3,6
175,147,128,119,-3,-2
175,144,127,128,-1,9
173,141,126,128,-1,0
169,137,123,75,-3,-53
170,137,123,74,0,-1
168,133,121,73,-2,-1
170,132,121,72,0,-1
170,134,120,131,-1,59
170,136,121,116,1,-15
172,143,121,127,0,11
173,144,124,135,3,8
174,149,121,125,-3,-10
173,156,117,101,-4,-24
175,162,110,137,-7,36
175,168,121,135,11,-2
174,175,120,136,-1,1
175,178,117,134,-3,-2
174,179,117,131,0,-3
174,173,114,136,-3,5
