Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
157,178,128,123,0,0,133,127,HS,HS
157,178,131,127,3,4,133,127,HS,HS
159,176,136,129,5,2,133,127,HS,HS
147,171,140,131,4,2,133,127,HS,HS
144,173,137,134,-3,3,133,130,HS,HS
154,170,136,129,-1,-5,133,130,HS,HS
154,170,133,129,-3,0,133,130,HS,HS
160,173,127,130,-6,1,133,130,HS,HS
156,175,128,129,1,-1,122,126,FF,HS
158,174,123,127,-5,-2,122,126,FF,HS
143,174,124,128,1,1,122,126,FF,HS
152,172,115,123,-9,-5,122,126,FF,HS
149,172,110,128,-5,5,108,128,TO,HS
157,172,106,124,-4,-4,108,128,TO,HS
163,175,109,133,3,9,108,128,TO,HS
168,167,108,128,-1,-5,108,128,TO,HS
171,168,114,126,6,-2,114,124,TO,FF
175,167,115,124,1,-2,114,124,TO,FF
172,163,112,120,-3,-4,114,124,TO,FF
168,160,118,127,6,7,114,124,TO,FF
169,154,121,130,3,3,124,126,HS,HS
171,147,127,127,6,-3,124,126,HS,HS
167,134,126,126,-1,-1,124,126,HS,HS
167,133,124,123,-2,-3,124,126,HS,HS
166,129,126,119,2,-4,122,120,FF,FF
166,130,122,123,-4,4,122,120,FF,FF
168,130,121,118,-1,-5,122,120,FF,FF
168,138,121,121,0,3,122,120,FF,FF
171,142,122,118,1,-3,122,124,FF,FF
173,148,121,122,-1,4,122,124,FF,FF
172,153,121,131,0,9,122,124,FF,FF
175,159,125,125,4,-6,122,124,FF,FF
174,167,129,128,4,3,125,125,HS,FF
173,171,126,121,-3,-7,125,125,HS,FF
175,175,119,124,-7,3,125,125,HS,FF
173,178,127,128,8,4,125,125,HS,FF
169,177,119,131,-8,3,117,135,TO,HS
171,179,118,133,-1,2,117,135,TO,HS
172,176,120,139,2,6,117,135,TO,HS
169,176,112,138,-8,-1,117,135,TO,HS
169,177,115,138,3,0,110,136,TO,HS
171,176,114,138,-1,0,110,136,TO,HS
165,174,109,135,-5,-3,110,136,TO,HS
