Difference Between AL & AR 
0.142311
0.0462994
0.142921
0.159068
0.0387515
0.226113
0.223495
0.220171
0.155809
0.229552
0.114189
0.137961
0.164922
0.172923
0.182559
0.208099
0.195496
0.258886
0.255213
0.271946
0.206142
0.226573
0.229251
0.213799
0.229994
0.283496
0.299076
0.361241
0.326174
0.289277
0.268634
0.267604
0.235934
0.217917
0.215166
0.208061
0.179253
0.188579
0.217205
0.225864
0.194925
0.202329
0.178985
0.270337
0.194899
0.302351
0.215067
0.234172
0.236989
0.245711
0.290009
0.291515
0.31201
0.302068
0.298456
0.270479
0.256812
0.249552
0.227695
0.224487
0.202054
0.18275
0.178268
0.167281
0.145682
0.14701
0.165247
0.174747
0.148712
0.152812
0.150947
0.196173
0.195376
0.207002
0.167661
0.21059
0.23068
0.22191
0.233723
0.244259
0.231457
0.247589
0.241785
0.264196
0.264159
0.288545
0.25181
0.234996
0.245485
0.248646
0.239761
0.228029
0.19635
0.28014
0.184824
0.189203
0.241672
0.234608
0.211936
0.286002
0.283245
0.291648
0.293703
0.249954
0.377536
0.321269
0.316862
0.31543
0.337509
0.307962
0.310085
0.318091
0.323558
0.302509
0.303103
0.209175
0.218916
0.232631
0.211108
0.154059
