Foot Left X, Y, Z, Ankle Left X, Y, Z, Knee Left X, Y, Z, Hip Left X, Y, Z, Foot Right X, Y, Z, Ankle Right X, Y, Z, Knee Right X, Y, Z, Hip Right X, Y, Z,Spine Base X, Y, Z,Spine Mid X, Y, Z , Neck X, Y, Z, Head X, Y, Z , ShouldL X, Y, Z, ShouldR X, Y, Z,WristLeft X,Y,Z,WristRight X,Y,Z,ElbowLeft X,Y,Z,ElbowRight X,Y,Z,SholdD,LSHD,RSHD,HIPD,LWristSpineD,RWristSpineD, ShoulDX, HipDX 
-0.657337,0.178319,4.44209,-0.678121,0.0749025,4.45426,-0.648491,0.339529,4.47206,-0.676653,0.673748,4.5252,-0.702557,0.259679,4.44736,-0.646896,0.213683,4.45007,-0.698623,0.473398,4.49146,-0.547623,0.668211,4.52932,-0.615307,0.674452,4.55069,-0.591747,0.857414,4.47747,-0.567329,1.03715,4.3968,-0.558774,1.11364,4.32892,-0.713454,0.979647,4.41653,-0.428084,0.967371,4.44026,-0.846574,0.655017,4.5033,-0.42904,0.737196,4.48978,-0.811759,0.835084,4.47902,-0.344168,0.90474,4.52358,0.286619,0.326706,0.334243,0.129215,0.326449,0.202675,0.285371,0.12903
-0.637962,0.20141,4.44561,-0.642883,0.0968502,4.45798,-0.649691,0.362937,4.44644,-0.696559,0.621159,4.5214,-0.631369,0.230843,4.45385,-0.664817,0.137625,4.4581,-0.724423,0.398048,4.46159,-0.567942,0.607217,4.52166,-0.635763,0.617598,4.54664,-0.600323,0.834855,4.46963,-0.568636,1.03493,4.38806,-0.566596,1.11595,4.31582,-0.718357,0.973305,4.40224,-0.443362,0.941489,4.41421,-0.849497,0.604352,4.48185,-0.567732,0.742707,4.4897,-0.819371,0.812039,4.47953,-0.379254,0.832149,4.50882,0.277088,0.372401,0.372565,0.12937,0.33966,0.099782,0.274995,0.128617
-0.632525,0.186211,4.45456,-0.638146,0.0772732,4.49534,-0.672973,0.340914,4.45894,-0.693262,0.639277,4.54528,-0.645674,0.149716,4.36287,-0.653442,0.214782,4.45951,-0.746505,0.468401,4.46766,-0.566117,0.633811,4.553,-0.633131,0.639878,4.57438,-0.601019,0.835747,4.47187,-0.570797,1.03294,4.38014,-0.577636,1.1161,4.3044,-0.723249,0.971965,4.39163,-0.442507,0.944012,4.41488,-0.853521,0.578207,4.47925,-0.359321,0.624068,4.51542,-0.820593,0.796548,4.47346,-0.380999,0.811875,4.50913,0.283087,0.367682,0.361361,0.127496,0.360748,0.324226,0.280742,0.127145
-0.626083,0.185854,4.44152,-0.592175,0.0825297,4.49338,-0.667187,0.340199,4.45495,-0.688016,0.625139,4.54221,-0.629797,0.226863,4.44624,-0.702383,0.181518,4.43543,-0.743516,0.45081,4.43583,-0.560764,0.621412,4.54811,-0.627968,0.626892,4.57094,-0.60373,0.831986,4.46843,-0.588142,1.03077,4.35221,-0.594684,1.1119,4.28819,-0.759627,0.94869,4.38522,-0.446147,0.942247,4.40762,-0.864265,0.533975,4.46324,-0.348713,0.548923,4.50509,-0.835693,0.741035,4.4556,-0.373428,0.751766,4.50176,0.314346,0.36669,0.368524,0.127443,0.395874,0.382756,0.31348,0.127252
-0.64104,0.143755,4.37505,-0.65058,0.105249,4.47202,-0.659283,0.369131,4.42408,-0.689603,0.605628,4.53969,-0.651462,0.217609,4.42115,-0.641606,0.142887,4.47416,-0.671356,0.404485,4.42213,-0.560031,0.60905,4.54537,-0.62832,0.611105,4.5687,-0.610039,0.824775,4.46329,-0.594864,1.03072,4.34687,-0.598968,1.11341,4.27427,-0.761997,0.944587,4.37935,-0.451508,0.943972,4.3933,-0.867976,0.536478,4.44647,-0.350875,0.561364,4.49399,-0.842989,0.72865,4.45286,-0.375483,0.744192,4.4971,0.310803,0.381893,0.383504,0.129741,0.387207,0.370802,0.310489,0.129571
-0.644265,0.180214,4.44911,-0.669219,0.0878021,4.52965,-0.658046,0.325652,4.41388,-0.691832,0.574802,4.5383,-0.596518,0.210252,4.44614,-0.500858,0.237788,4.51273,-0.679155,0.403984,4.40597,-0.559488,0.580856,4.55177,-0.629298,0.581408,4.57191,-0.614966,0.808782,4.45594,-0.601288,1.02463,4.33046,-0.615454,1.10827,4.25801,-0.768466,0.936056,4.36463,-0.459584,0.943354,4.37341,-0.865942,0.528763,4.421,-0.361243,0.544188,4.48062,-0.84611,0.719154,4.44804,-0.386595,0.729819,4.47906,0.309093,0.408091,0.416171,0.133166,0.377651,0.367415,0.308882,0.132344
-0.661452,0.166807,4.43931,-0.682195,0.0768625,4.52755,-0.658001,0.311182,4.40793,-0.670041,0.556649,4.49628,-0.542758,0.291799,4.49605,-0.514923,0.221935,4.49715,-0.690363,0.392726,4.39335,-0.536223,0.56929,4.50824,-0.606783,0.566377,4.52951,-0.614545,0.79941,4.43031,-0.61374,1.02298,4.31424,-0.624431,1.10226,4.24555,-0.77631,0.92789,4.35278,-0.470412,0.949118,4.34867,-0.86968,0.524702,4.40826,-0.359462,0.536984,4.46596,-0.851318,0.715554,4.42249,-0.391012,0.736602,4.46455,0.306661,0.411951,0.417208,0.134944,0.375559,0.367705,0.305898,0.133818
-0.668885,0.151547,4.41899,-0.693906,0.0506617,4.48758,-0.657569,0.299967,4.40462,-0.673161,0.548129,4.50138,-0.490131,0.168015,4.44178,-0.474122,0.0589954,4.47755,-0.559684,0.307748,4.4308,-0.54062,0.554566,4.52976,-0.610547,0.55518,4.54161,-0.619101,0.792551,4.42934,-0.627737,1.01757,4.30172,-0.62774,1.10022,4.24111,-0.780058,0.918018,4.32512,-0.470664,0.945807,4.34051,-0.871316,0.515208,4.3929,-0.364259,0.529789,4.44627,-0.854105,0.709624,4.40489,-0.391715,0.728586,4.458,0.31102,0.423451,0.440202,0.135697,0.376643,0.366435,0.309394,0.132541
-0.67108,0.152087,4.41008,-0.694874,0.0460944,4.46799,-0.659065,0.301549,4.40086,-0.676208,0.543932,4.49736,-0.491133,0.173174,4.44141,-0.556238,0.0999413,4.51443,-0.475398,0.326451,4.40389,-0.543164,0.553511,4.52101,-0.61319,0.55256,4.53704,-0.624655,0.785563,4.41759,-0.634001,1.01206,4.28928,-0.637921,1.09084,4.21196,-0.78571,0.910287,4.31502,-0.474318,0.942421,4.32933,-0.872528,0.506226,4.37142,-0.364626,0.518185,4.42603,-0.856893,0.702887,4.38949,-0.396647,0.722877,4.44983,0.313372,0.423623,0.439015,0.135469,0.376301,0.373065,0.311391,0.133044
-0.674293,0.140969,4.39735,-0.699411,0.0306096,4.43403,-0.658119,0.291905,4.39345,-0.676002,0.541314,4.48012,-0.476927,0.0363172,4.28703,-0.48703,0.103637,4.38654,-0.461703,0.364058,4.33132,-0.545674,0.556869,4.50796,-0.614606,0.552905,4.52274,-0.629459,0.784206,4.4032,-0.643001,1.01005,4.274,-0.641854,1.09063,4.20839,-0.78927,0.901209,4.30388,-0.479489,0.950947,4.30847,-0.871575,0.505303,4.33644,-0.364727,0.522637,4.41301,-0.856132,0.702238,4.37552,-0.402054,0.728579,4.43085,0.313783,0.416432,0.446622,0.134173,0.375319,0.372287,0.309781,0.130329
-0.644361,0.177819,4.38769,-0.570764,0.0972866,4.43355,-0.730457,0.302314,4.36743,-0.67515,0.541463,4.47946,-0.501855,0.0294621,4.23551,-0.512813,0.0974763,4.33516,-0.464889,0.361713,4.31802,-0.545577,0.558796,4.49769,-0.613826,0.553593,4.51865,-0.633113,0.783615,4.39709,-0.65455,1.00773,4.26422,-0.645515,1.08877,4.20272,-0.791735,0.898781,4.29463,-0.482126,0.954223,4.29873,-0.869399,0.476548,4.32663,-0.363977,0.524461,4.40521,-0.853829,0.703052,4.35981,-0.404451,0.728844,4.42035,0.31456,0.418844,0.447184,0.13199,0.393809,0.373713,0.309609,0.129572
-0.640914,0.00293282,4.24116,-0.651798,0.0708706,4.34141,-0.696824,0.327416,4.27844,-0.66965,0.534386,4.46647,-0.507495,0.0299687,4.22475,-0.517535,0.0980877,4.3251,-0.474406,0.361881,4.29606,-0.542214,0.5562,4.49003,-0.609473,0.548778,4.50737,-0.63263,0.780874,4.3853,-0.655718,1.0076,4.25322,-0.653278,1.08914,4.18661,-0.792223,0.89794,4.28871,-0.485838,0.956365,4.28751,-0.866577,0.473744,4.3198,-0.363461,0.52319,4.39429,-0.853415,0.707388,4.34404,-0.404389,0.729194,4.40672,0.311908,0.422842,0.452024,0.131417,0.391599,0.372739,0.306385,0.127435
-0.644605,0.145389,4.38325,-0.632105,0.0337124,4.42868,-0.642565,0.286372,4.3421,-0.663128,0.537056,4.45996,-0.472168,0.202515,4.29297,-0.520784,0.098445,4.32565,-0.480849,0.359214,4.27483,-0.534369,0.56074,4.4703,-0.602371,0.552358,4.4951,-0.632137,0.781817,4.37195,-0.661162,1.00639,4.23689,-0.655148,1.08651,4.17052,-0.804223,0.894929,4.25399,-0.487421,0.9558,4.27659,-0.864707,0.471149,4.31263,-0.363578,0.523375,4.39295,-0.852814,0.704677,4.3328,-0.404132,0.728289,4.39677,0.323387,0.436351,0.442493,0.131327,0.392584,0.373306,0.316801,0.128759
-0.649963,0.174952,4.3695,-0.577222,0.0922055,4.4171,-0.740409,0.295191,4.34966,-0.663777,0.540063,4.45318,-0.483773,0.201215,4.2405,-0.497078,0.0876423,4.26393,-0.476903,0.35772,4.26648,-0.535721,0.562312,4.46026,-0.603532,0.5549,4.486,-0.634452,0.782316,4.3608,-0.663961,1.00484,4.2259,-0.658069,1.08776,4.16102,-0.802236,0.896504,4.24121,-0.489132,0.958273,4.26087,-0.859909,0.467787,4.30118,-0.35835,0.521926,4.37805,-0.853437,0.699539,4.32379,-0.405532,0.731979,4.38625,0.319743,0.437212,0.445772,0.130168,0.391553,0.379911,0.313103,0.128056
