Foot Left X, Y, Z, Ankle Left X, Y, Z, Knee Left X, Y, Z, Hip Left X, Y, Z, Foot Right X, Y, Z, Ankle Right X, Y, Z, Knee Right X, Y, Z, Hip Right X, Y, Z,Spine Base X, Y, Z,Spine Mid X, Y, Z , Neck X, Y, Z, Head X, Y, Z , ShouldL X, Y, Z, ShouldR X, Y, Z,WristLeft X,Y,Z,WristRight X,Y,Z,ElbowLeft X,Y,Z,ElbowRight X,Y,Z,SholdD,LSHD,RSHD,HIPD,LWristSpineD,RWristSpineD, ShoulDX, HipDX 
-0.710841,0.595573,4.42381,-0.613341,0.535789,4.45821,-0.934301,0.640806,4.48088,-0.734436,0.886061,4.53769,-0.493918,0.553336,4.46384,-0.507436,0.438213,4.51081,-0.692695,0.601347,4.55949,-0.586044,0.897736,4.53407,-0.664527,0.897686,4.56532,-0.662618,1.13691,4.49597,-0.659277,1.37086,4.41755,-0.674406,1.4953,4.35287,-0.832534,1.24313,4.47173,-0.504824,1.26896,4.43299,-0.861075,0.83365,4.47419,-0.442913,0.808751,4.48603,-0.877073,1.07411,4.51262,-0.425076,1.05065,4.48959,0.331,0.376131,0.393222,0.148896,0.36308,0.395042,0.327709,0.148393
-0.879806,0.540866,4.38859,-0.975129,0.461802,4.37796,-0.998301,0.738007,4.47009,-0.706719,0.885052,4.53065,-0.51416,0.378662,4.48828,-0.459343,0.294468,4.53298,-0.451082,0.575059,4.47378,-0.554025,0.895699,4.51599,-0.634772,0.896233,4.55329,-0.643434,1.13705,4.48298,-0.647674,1.37215,4.40352,-0.667567,1.49443,4.34064,-0.822063,1.24955,4.44959,-0.501525,1.2716,4.42463,-0.858869,0.848326,4.47014,-0.425665,0.823378,4.45674,-0.874422,1.06566,4.50741,-0.426024,1.04929,4.47858,0.322264,0.390808,0.390389,0.153766,0.360467,0.382753,0.320538,0.152695
-0.879932,0.53591,4.39159,-0.980739,0.460255,4.38196,-1.00629,0.751222,4.47562,-0.697584,0.87528,4.52589,-0.490769,0.16379,4.39983,-0.487584,0.233716,4.51801,-0.507469,0.545572,4.4889,-0.548361,0.885536,4.51327,-0.627253,0.886167,4.54966,-0.633271,1.13158,4.47316,-0.634751,1.37222,4.3842,-0.650556,1.49013,4.31363,-0.811256,1.25009,4.43122,-0.487333,1.26919,4.4028,-0.855789,0.826995,4.46379,-0.409487,0.824554,4.4524,-0.863281,1.05382,4.49316,-0.418807,1.04326,4.4461,0.325728,0.40295,0.403878,0.150107,0.377329,0.380498,0.323923,0.149223
-0.850237,0.548222,4.41166,-0.964126,0.471892,4.39766,-1.01822,0.770783,4.48688,-0.690883,0.852692,4.50997,-0.483805,0.104311,4.39166,-0.482714,0.180219,4.51844,-0.505625,0.518797,4.4909,-0.543285,0.863599,4.49507,-0.621262,0.863858,4.53284,-0.623438,1.1187,4.45219,-0.623292,1.36739,4.36105,-0.640499,1.48835,4.29682,-0.79642,1.24397,4.41039,-0.477274,1.26767,4.38926,-0.829316,0.77635,4.44917,-0.426561,0.750795,4.42209,-0.846422,0.994457,4.48085,-0.413648,1.01712,4.43203,0.320721,0.417316,0.422875,0.148749,0.399495,0.418352,0.319146,0.147599
-0.864276,0.450412,4.40302,-0.939725,0.337033,4.41571,-0.956264,0.635278,4.4666,-0.693486,0.850192,4.5051,-0.48037,0.0370725,4.38779,-0.479934,0.111043,4.5108,-0.500978,0.514665,4.47055,-0.546726,0.857845,4.48888,-0.624294,0.859936,4.52761,-0.621984,1.11321,4.4416,-0.615075,1.35985,4.34289,-0.623882,1.48474,4.27342,-0.77919,1.25001,4.38635,-0.464005,1.26349,4.36889,-0.830405,0.783699,4.44702,-0.408368,0.793039,4.41052,-0.838935,0.998552,4.47413,-0.403658,0.999598,4.41507,0.315956,0.425796,0.431035,0.147852,0.389928,0.38614,0.315185,0.14676
-0.742687,0.557609,4.45418,-0.796087,0.638396,4.44023,-0.492033,0.478482,4.4586,-0.694365,0.838327,4.4734,-0.483478,0.0258371,4.39139,-0.483657,0.100946,4.5138,-0.484891,0.495732,4.45469,-0.547768,0.846936,4.47289,-0.625365,0.84835,4.50468,-0.609682,1.1032,4.40945,-0.588546,1.35325,4.30299,-0.607642,1.47978,4.24613,-0.767103,1.24506,4.35519,-0.449819,1.25574,4.33977,-0.829441,0.784716,4.4434,-0.405126,0.779937,4.40339,-0.830742,1.00023,4.45822,-0.394137,0.988512,4.38918,0.317837,0.429762,0.440948,0.146851,0.388428,0.382591,0.317284,0.146598
-0.71959,0.564705,4.45832,-0.787641,0.635282,4.44388,-0.499422,0.394731,4.45018,-0.688213,0.827748,4.45889,-0.485864,0.0235626,4.38809,-0.482401,0.0985109,4.51236,-0.488886,0.396481,4.44334,-0.54008,0.826918,4.44329,-0.618286,0.833257,4.48267,-0.605096,1.09235,4.39142,-0.588411,1.3457,4.29007,-0.59584,1.46853,4.21733,-0.760316,1.244,4.34045,-0.440068,1.25023,4.31504,-0.824832,0.776086,4.43179,-0.384595,0.779492,4.35613,-0.821867,0.995729,4.43816,-0.380322,1.03255,4.34653,0.321315,0.438742,0.453477,0.148954,0.387215,0.384376,0.320248,0.148132
-0.729929,0.54847,4.46749,-0.759427,0.646469,4.46857,-0.439629,0.508136,4.42783,-0.684734,0.829243,4.44448,-0.484122,-0.0207285,4.38086,-0.484419,0.0545402,4.50418,-0.489244,0.392323,4.43955,-0.538194,0.830379,4.43284,-0.615701,0.835826,4.47,-0.596301,1.09143,4.37426,-0.572783,1.3397,4.26759,-0.583108,1.46518,4.2058,-0.746072,1.23837,4.31801,-0.428919,1.24691,4.30347,-0.820121,0.760546,4.4196,-0.385482,0.767255,4.3508,-0.814898,1.00006,4.42682,-0.369283,0.979019,4.33502,0.3176,0.432603,0.449641,0.147006,0.402036,0.387405,0.317153,0.14654
-0.739564,0.499572,4.49124,-0.72567,0.592434,4.47988,-0.466031,0.454941,4.41239,-0.684659,0.829394,4.43612,-0.492805,-0.021618,4.38149,-0.486739,0.0532576,4.50325,-0.490176,0.388774,4.43142,-0.538667,0.829917,4.42465,-0.615953,0.835621,4.46171,-0.59174,1.0907,4.36169,-0.563492,1.33917,4.25101,-0.565219,1.45887,4.17638,-0.738945,1.23725,4.30164,-0.415795,1.23701,4.26841,-0.804873,0.722886,4.39935,-0.381693,0.76837,4.33946,-0.805604,1.01199,4.41291,-0.365391,1.00448,4.31646,0.324853,0.432874,0.45303,0.146442,0.426772,0.385375,0.32315,0.145991
-0.665396,0.510069,4.48682,-0.725028,0.587029,4.47866,-0.516025,0.374207,4.41161,-0.669835,0.835776,4.39829,-0.487876,-0.0700557,4.39013,-0.487013,0.00353014,4.51169,-0.488962,0.377485,4.42098,-0.527074,0.814375,4.39893,-0.603444,0.830559,4.43185,-0.579953,1.08556,4.33356,-0.55508,1.33471,4.22667,-0.55547,1.45735,4.15957,-0.725132,1.23318,4.27958,-0.408666,1.23436,4.26313,-0.815269,0.758122,4.38931,-0.369264,0.756087,4.30701,-0.79631,1.01453,4.40258,-0.361099,0.99116,4.30694,0.316895,0.418424,0.456998,0.144357,0.407058,0.391977,0.316466,0.142761
-0.685291,0.479675,4.48413,-0.724303,0.579785,4.47444,-0.511898,0.365401,4.41749,-0.668457,0.834725,4.39659,-0.462561,0.00456373,4.3722,-0.462692,0.0816226,4.49613,-0.488777,0.377727,4.41291,-0.526015,0.813126,4.39485,-0.601816,0.829383,4.42824,-0.575168,1.08199,4.32778,-0.545342,1.3272,4.21725,-0.543328,1.45045,4.13865,-0.721783,1.23094,4.26754,-0.400902,1.23507,4.25394,-0.814189,0.759641,4.38693,-0.365072,0.7636,4.29594,-0.787317,1.01597,4.38426,-0.351133,0.979473,4.29548,0.321196,0.420103,0.462115,0.14408,0.405633,0.382787,0.320881,0.142442
