Difference Between AL & AR 
0.153311
0.563975
0.559494
0.57569
0.521077
0.626001
0.621276
0.653664
0.590208
0.631041
0.563096
0.552828
0.536641
0.495788
0.3106
0.289865
0.338386
0.338107
0.284167
0.253139
0.209161
0.201421
0.214638
0.232015
0.253463
0.289977
0.317332
0.337416
0.357501
0.381069
0.378013
0.377734
0.380178
0.363478
0.357061
0.355533
0.330952
0.320761
0.307352
0.281631
0.248314
0.224055
0.199066
0.200606
0.223076
0.27015
0.309974
0.360515
0.388951
0.415138
0.419659
0.419566
0.432326
0.434029
0.43437
0.436393
0.433251
0.429836
0.431568
0.435731
0.424318
0.411321
0.39108
0.377746
0.348796
0.309002
0.289636
0.256518
0.222052
0.213781
0.190557
0.184706
0.192578
0.205491
0.224297
0.257981
0.278265
0.310836
0.336539
0.352953
0.359251
0.358792
0.352309
0.349544
0.342365
0.33518
0.314043
0.305065
0.285177
0.260142
0.232594
0.197852
0.177062
0.185512
0.209217
0.243187
0.282943
0.317095
0.340803
0.343719
0.34643
0.354733
0.358498
0.359265
0.363218
0.367346
0.364428
0.364681
0.363114
0.360655
0.359747
0.358177
0.350071
0.325439
0.309509
0.282876
0.250223
0.224564
0.208655
0.21306
