Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
146,166,129,113,0,0
152,167,126,111,-3,-2
164,168,118,129,-8,18
164,171,113,133,-5,4
164,169,108,133,-5,0
162,174,103,132,-5,-1
156,175,97,139,-6,7
161,172,128,136,31,-3
159,174,95,132,-33,-4
168,173,105,132,10,0
171,174,135,135,30,3
173,168,131,129,-4,-6
178,170,121,87,-10,-42
175,163,136,81,15,-6
170,157,127,137,-9,56
171,149,128,72,1,-65
161,144,122,70,-6,-2
164,139,124,68,2,-2
164,137,130,120,6,52
163,142,128,117,-2,-3
164,147,129,131,1,14
170,152,115,132,-14,1
168,163,105,122,-10,-10
163,169,101,133,-4,11
163,177,108,131,7,-2
163,178,110,134,2,3
169,179,116,132,6,-2
166,178,113,134,-3,2
168,172,111,130,-2,-4
165,172,116,131,5,1
163,169,123,130,7,-1
164,171,115,131,-8,1
158,173,128,131,13,0
158,173,118,135,-10,4
153,175,123,101,5,-34
151,175,113,98,-10,-3
153,176,115,95,2,-3
154,175,126,93,11,-2
158,174,127,92,1,-1
160,173,118,129,-9,37
165,173,120,128,2,-1
174,171,126,133,6,5
175,169,129,133,3,0
177,162,134,132,5,-1
172,161,132,133,-2,1
165,153,133,69,1,-64
157,146,129,65,-4,-4
162,141,104,130,-25,65
166,146,102,132,-2,2
166,148,101,75,-1,-57
167,154,99,84,-2,9
170,159,97,124,-2,40
173,165,97,124,0,0
173,169,95,121,-2,-3
173,176,94,123,-1,2
172,179,91,125,-3,2
172,179,89,129,-2,4
170,178,85,128,-4,-1
170,175,83,126,-2,-2
167,170,131,123,48,-3
164,170,132,127,1,4
160,170,130,132,-2,5
155,171,137,133,7,1
152,172,127,103,-10,-30
152,175,121,102,-6,-1
153,176,127,100,6,-2
157,177,126,97,-1,-3
159,177,118,95,-8,-2
164,175,121,95,3,0
168,174,121,93,0,-2
174,174,121,91,0,-2
178,173,126,87,5,-4
178,172,128,85,2,-2
176,170,126,80,-2,-5
171,165,120,75,-6,-5
167,160,123,70,3,-5
161,154,130,68,7,-2
162,146,133,64,3,-4
162,144,134,64,1,0
163,142,136,133,2,69
164,149,96,135,-40,2
167,153,94,135,-2,0
168,159,93,133,-1,-2
169,163,91,125,-2,-8
169,170,90,128,-1,3
167,174,86,122,-4,-6
168,178,85,124,-1,2
168,177,83,128,-2,4
167,174,80,128,-3,0
162,166,131,125,51,-3
164,166,123,133,-8,8
161,166,124,103,1,-30
155,167,67,101,-57,-2
151,167,67,99,0,-2
149,169,134,97,67,-2
150,170,70,95,-64,-2
150,170,74,94,4,-1
154,169,130,92,56,-2
154,170,125,90,-5,-2
154,171,90,91,-35,1
155,172,94,90,4,-1
158,172,102,88,8,-2
162,172,111,86,9,-2
174,170,120,132,9,46
145,169,92,78,-28,-54
127,163,47,74,-45,-4
165,155,11,123,-36,49
13,149,15,67,4,-56
176,149,118,68,103,1
175,142,115,64,-3,-4
10,154,19,48,-96,-16
10,161,48,31,29,-17
11,119,49,9,1,-22
11,72,22,27,-27,18
12,61,21,27,-1,0
13,40,19,28,-2,1
12,25,17,27,-2,-1
12,22,18,27,1,0
12,20,17,27,-1,0
12,20,18,28,1,1
