Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
60,39,61,16,0,0,69,13,FF,TO
51,50,71,17,10,1,69,13,FF,TO
88,87,75,14,4,-3,69,13,FF,TO
100,86,70,7,-5,-7,69,13,FF,TO
75,55,63,16,-7,9,72,23,FF,TO
73,24,72,19,9,3,72,23,FF,TO
59,16,75,25,3,6,72,23,FF,TO
71,117,78,32,3,7,72,23,FF,TO
48,62,84,43,6,11,93,59,FF,FF
163,102,91,53,7,10,93,59,FF,FF
162,143,96,65,5,12,93,59,FF,FF
172,156,104,75,8,10,93,59,FF,FF
129,78,101,78,-3,3,107,70,FF,FF
155,36,111,72,10,-6,107,70,FF,FF
140,66,107,68,-4,-4,107,70,FF,FF
118,60,111,64,4,-4,107,70,FF,FF
152,153,106,74,-5,10,95,79,FF,FF
154,163,98,77,-8,3,95,79,FF,FF
160,171,92,81,-6,4,95,79,FF,FF
152,172,86,86,-6,5,95,79,FF,FF
162,167,82,92,-4,6,72,100,FF,FF
159,172,77,99,-5,7,72,100,FF,FF
175,177,70,104,-7,5,72,100,FF,FF
158,175,62,108,-8,4,72,100,FF,FF
168,166,55,118,-7,10,45,112,FF,FF
156,170,48,112,-7,-6,45,112,FF,FF
152,169,42,110,-6,-2,45,112,FF,FF
155,172,36,108,-6,-2,45,112,FF,FF
168,165,30,115,-6,7,22,107,TO,FF
174,168,25,112,-5,-3,22,107,TO,FF
148,169,16,106,-9,-6,22,107,TO,FF
153,171,20,98,4,-8,22,107,TO,FF
158,173,11,102,-9,4,23,97,TO,FF
166,173,17,99,6,-3,23,97,TO,FF
174,168,27,95,10,-4,23,97,TO,FF
179,171,39,95,12,0,23,97,TO,FF
172,164,51,90,12,-5,67,85,FF,FF
172,165,63,89,12,-1,67,85,FF,FF
173,160,73,83,10,-6,67,85,FF,FF
175,148,83,78,10,-5,67,85,FF,FF
175,154,91,80,8,2,98,74,FF,FF
178,152,97,78,6,-2,98,74,FF,FF
177,140,101,72,4,-6,98,74,FF,FF
169,136,105,67,4,-5,98,74,FF,FF
169,130,109,69,4,2,119,74,FF,FF
171,131,118,70,9,1,119,74,FF,FF
169,140,121,78,3,8,119,74,FF,FF
170,131,130,81,9,3,119,74,FF,FF
170,141,130,85,0,4,119,91,FF,FF
170,142,122,90,-8,5,119,91,FF,FF
169,157,115,93,-7,3,119,91,FF,FF
169,161,109,97,-6,4,119,91,FF,FF
167,169,106,101,-3,4,101,108,FF,FF
168,176,102,106,-4,5,101,108,FF,FF
168,178,94,111,-8,5,101,108,FF,FF
168,177,103,116,9,5,101,108,FF,FF
167,176,106,120,3,4,104,125,FF,HS
165,175,102,125,-4,5,104,125,FF,HS
162,177,104,128,2,3,104,125,FF,HS
156,179,107,129,3,1,104,125,FF,HS
149,176,115,130,8,1,109,128,FF,HS
137,175,112,126,-3,-4,109,128,FF,HS
138,175,107,126,-5,0,109,128,FF,HS
135,174,104,130,-3,4,109,128,FF,HS
140,173,110,127,6,-3,116,124,FF,HS
142,173,114,126,4,-1,116,124,FF,HS
148,173,117,123,3,-3,116,124,FF,HS
151,172,126,122,9,-1,116,124,FF,HS
159,172,136,116,10,-6,132,112,HS,FF
163,172,132,116,-4,0,132,112,HS,FF
172,168,129,111,-3,-5,132,112,HS,FF
177,163,134,108,5,-3,132,112,HS,FF
172,163,141,103,7,-5,133,100,HS,FF
170,158,131,100,-10,-3,133,100,HS,FF
174,154,131,99,0,-1,133,100,HS,FF
174,146,130,99,-1,0,133,100,HS,FF
176,151,127,103,-3,4,127,100,HS,FF
176,148,128,108,1,5,127,100,HS,FF
176,150,127,99,-1,-9,127,100,HS,FF
176,141,126,92,-1,-7,127,100,HS,FF
176,140,123,86,-3,-6,122,79,FF,FF
175,135,122,82,-1,-4,122,79,FF,FF
175,137,123,74,1,-8,122,79,FF,FF
175,140,123,77,0,3,122,79,FF,FF
174,145,122,81,-1,4,121,87,FF,FF
174,149,121,85,-1,4,121,87,FF,FF
173,151,122,90,1,5,121,87,FF,FF
172,161,121,95,-1,5,121,87,FF,FF
172,173,117,100,-4,5,111,106,FF,FF
173,176,113,104,-4,4,111,106,FF,FF
174,175,110,108,-3,4,111,106,FF,FF
173,175,107,112,-3,4,111,106,FF,FF
173,177,107,117,0,5,106,123,FF,HS
172,176,104,120,-3,3,106,123,FF,HS
169,175,106,130,2,10,106,123,FF,HS
169,175,109,128,3,-2,106,123,FF,HS
160,176,112,127,3,-1,115,124,FF,HS
151,173,115,125,3,-2,115,124,FF,HS
140,173,119,124,4,-1,115,124,FF,HS
138,173,117,123,-2,-1,115,124,FF,HS
134,172,125,122,8,-1,118,119,FF,HS
138,172,119,121,-6,-1,118,119,FF,HS
144,172,115,118,-4,-3,118,119,FF,HS
146,172,115,115,0,-3,118,119,FF,HS
152,172,118,114,3,-1,115,112,FF,FF
159,172,114,111,-4,-3,115,112,FF,FF
167,171,113,117,-1,6,115,112,FF,FF
173,171,117,108,4,-9,115,112,FF,FF
174,171,120,105,3,-3,120,101,FF,FF
174,169,120,101,0,-4,120,101,FF,FF
174,169,121,100,1,-1,120,101,FF,FF
174,167,119,100,-2,0,120,101,FF,FF
173,167,117,99,-2,-1,113,96,FF,FF
172,163,115,96,-2,-3,113,96,FF,FF
170,157,110,94,-5,-2,113,96,FF,FF
171,151,110,97,0,3,113,96,FF,FF
167,144,105,106,-5,9,102,114,FF,FF
164,140,103,113,-2,7,102,114,FF,FF
160,140,99,123,-4,10,102,114,FF,FF
162,132,100,137,1,14,102,114,FF,FF
