Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.31,130.69,4.29,1.27,127.32,4.18,,55.1,64.3
1.39,139.36,4.57,1.37,136.57,4.48,,44.1,75
1.14,113.64,3.73,1.14,114.39,3.75,,42.8,54.8
1.19,119.36,3.92,1.18,118.33,3.88,,42.3,57
1.23,122.73,4.03,1.2,120.41,3.95,,43.5,58.5
1.18,117.9,3.87,1.16,116,3.81,,43.8,54.9
1.26,126.07,4.14,1.28,127.75,4.19,,46.3,65.1
1.26,125.55,4.12,1.26,126.39,4.15,,45.7,62.2
1.31,130.93,4.3,1.33,132.81,4.36,,43.3,66.4
1.3,130.21,4.27,1.28,128.47,4.22,,46,64
1.37,137.22,4.5,1.36,136.02,4.46,,46.8,71.2
1.37,137.28,4.5,1.37,137.2,4.5,,48.5,72.1
1.28,128.31,4.21,1.3,130.36,4.28,,47.5,65.1
1.29,128.93,4.23,1.31,130.96,4.3,,47.7,65.5
1.35,134.79,4.42,1.33,133.24,4.37,,48.6,67.8
1.19,118.91,3.9,1.18,118.14,3.88,,52.6,52.5
1.35,135.37,4.44,1.33,133.14,4.37,,46,67.4
1.34,134.19,4.4,1.33,132.76,4.36,,51,67.1
1.42,141.59,4.65,1.41,141.03,4.63,,46.5,74.6
1.37,136.91,4.49,1.36,136.19,4.47,,48.9,68.8
1.46,145.59,4.78,1.45,144.95,4.76,,48.7,78.6
1.36,136.46,4.48,1.35,134.53,4.41,,47,68.7
1.27,127.3,4.18,1.25,125.18,4.11,,48.8,58.4
1.27,127.49,4.18,1.25,125.4,4.11,,48.7,58.7
1.27,126.64,4.16,1.26,126.46,4.15,,47.8,58.4
1.33,133.04,4.36,1.33,132.86,4.36,,48.5,64.7
1.33,132.61,4.35,1.32,131.95,4.33,,47.5,62.9
1.38,137.98,4.53,1.37,136.9,4.49,,48.1,68
1.35,134.88,4.43,1.33,133.24,4.37,,48.2,63.2
1.38,137.57,4.51,1.36,136.34,4.47,,51.4,65.9
1.45,145.16,4.76,1.44,143.52,4.71,,49.4,72.6
1.4,140.1,4.6,1.39,138.93,4.56,,48.3,69.8
1.5,150.45,4.94,1.49,148.87,4.88,,48.2,78.3
1.46,146.01,4.79,1.44,144.07,4.73,,47.5,73.3
1.46,145.89,4.79,1.44,144.22,4.73,,49.4,73.4
1.52,152,4.99,1.5,150.16,4.93,,45.1,78.7
1.52,152.29,5,1.5,150.29,4.93,,48.7,79.3
1.44,143.87,4.72,1.42,141.86,4.65,,48.3,71.1
1.44,144.06,4.73,1.43,142.94,4.69,,47.3,71.2
1.51,151,4.95,1.5,150.46,4.94,,48.1,80.3
1.5,150.24,4.93,1.49,148.58,4.87,,46.7,77.5
1.47,146.65,4.81,1.46,145.88,4.79,,49.1,75.1
1.46,146.32,4.8,1.45,145.04,4.76,,49.7,74.5
1.47,146.65,4.81,1.45,145.41,4.77,,49.5,74
1.46,146.46,4.81,1.45,144.95,4.76,,50.7,73.7
1.47,146.75,4.81,1.45,145.45,4.77,,49.4,73.7
1.47,147.21,4.83,1.46,146.08,4.79,,50.4,74.5
1.48,147.92,4.85,1.47,147.07,4.83,,50.2,75.6
1.49,148.57,4.87,1.48,147.57,4.84,,48.9,75.9
1.49,148.55,4.87,1.48,147.65,4.84,,49.2,76
1.49,148.59,4.88,1.48,147.67,4.84,,49.3,76.1
1.56,155.6,5.11,1.55,154.7,5.08,,48,83.4
1.54,153.92,5.05,1.53,153.19,5.03,,47.3,81.3
1.51,151.29,4.96,1.5,150.39,4.93,,47.2,78.6
1.54,153.94,5.05,1.53,152.98,5.02,,47.7,81
1.53,153.06,5.02,1.52,152.18,4.99,,47.6,80.3
1.55,155.13,5.09,1.54,154.32,5.06,,47.2,81.5
1.56,156.34,5.13,1.56,155.61,5.11,,47.2,83.2
1.58,157.53,5.17,1.57,156.79,5.14,,47.8,84.1
