Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.4,140.31,4.6,1.37,137.49,4.51,,48.1,75.5
1.37,136.85,4.49,1.35,134.52,4.41,,48.8,72.7
1.37,137.43,4.51,1.35,135.26,4.44,,49,73.9
1.36,135.69,4.45,1.33,132.99,4.36,,40.8,70.7
1.41,140.56,4.61,1.39,138.53,4.55,,51.5,74.8
1.42,141.74,4.65,1.4,139.51,4.58,,51.2,74.8
1.37,137.08,4.5,1.36,135.58,4.45,,49.6,71.5
1.36,135.9,4.46,1.34,134.11,4.4,,48.2,70
1.34,133.63,4.38,1.32,132.26,4.34,,46.5,67.9
1.34,133.75,4.39,1.32,132.09,4.33,,48.3,67.9
1.33,133.38,4.38,1.32,131.81,4.32,,47.5,67.6
1.33,132.53,4.35,1.31,131.15,4.3,,47.4,66.9
1.33,132.82,4.36,1.31,131.35,4.31,,46.5,67.1
1.33,132.96,4.36,1.32,131.5,4.31,,46.8,67
1.33,133.26,4.37,1.32,131.87,4.33,,45,66.9
1.32,131.99,4.33,1.31,131.03,4.3,,45.3,66.3
1.31,130.59,4.28,1.29,129.46,4.25,,42.4,64.8
1.3,130.48,4.28,1.3,129.5,4.25,,42.5,64.9
1.31,130.68,4.29,1.3,129.57,4.25,,43.2,64.7
1.34,134.49,4.41,1.33,133.33,4.37,,42.8,68.4
1.31,130.98,4.3,1.3,129.93,4.26,,43.3,64.9
1.34,133.9,4.39,1.33,132.55,4.35,,43.6,67.7
1.37,137.06,4.5,1.35,135.33,4.44,,44.7,70.3
1.39,138.92,4.56,1.36,136.46,4.48,,43.6,71.4
1.33,133.39,4.38,1.32,131.51,4.31,,46.8,66.2
1.41,140.75,4.62,1.39,138.61,4.55,,46.9,73.1
1.35,135.17,4.43,1.33,132.85,4.36,,48.5,67.3
1.38,138.32,4.54,1.36,136.11,4.47,,48.1,70.2
1.37,136.7,4.48,1.34,134.4,4.41,,48.7,68.4
1.37,136.68,4.48,1.34,134.2,4.4,,48.8,68.8
1.41,141.13,4.63,1.39,138.9,4.56,,48.8,73.3
1.42,141.61,4.65,1.39,139.29,4.57,,49.6,73.6
1.41,140.54,4.61,1.38,138.23,4.54,,49.4,72.5
1.42,142.1,4.66,1.4,140.2,4.6,,47.7,73.9
1.4,140.02,4.59,1.37,137.28,4.5,,48.4,70.8
1.38,137.75,4.52,1.36,135.62,4.45,,48.5,69.3
1.37,137.06,4.5,1.35,134.93,4.43,,49.4,68.3
1.35,134.79,4.42,1.33,132.85,4.36,,47.8,66.6
1.35,134.73,4.42,1.33,132.86,4.36,,47.1,66.2
1.34,133.86,4.39,1.32,132.47,4.35,,48.9,65.4
1.34,133.57,4.38,1.32,132.32,4.34,,49.2,65.1
1.33,133.28,4.37,1.32,132.18,4.34,,48,65.3
1.34,133.55,4.38,1.32,132.41,4.34,,47.7,65.4
1.33,133.34,4.37,1.32,131.93,4.33,,45.5,65.3
1.33,133.05,4.37,1.32,131.63,4.32,,44.4,65
1.34,133.92,4.39,1.33,132.52,4.35,,43.8,65.8
1.34,133.6,4.38,1.32,132.49,4.35,,43.8,65.9
1.34,134.48,4.41,1.33,133.29,4.37,,43.9,66.6
1.34,133.93,4.39,1.33,132.81,4.36,,43.9,66.2
1.34,134.46,4.41,1.34,133.59,4.38,,43.8,66.9
1.35,135.4,4.44,1.35,134.8,4.42,,43.7,67.9
1.36,135.61,4.45,1.35,134.82,4.42,,43.6,68.4
1.36,136.06,4.46,1.35,135.31,4.44,,43.5,68.5
1.37,136.76,4.49,1.36,135.85,4.46,,43.3,69
1.38,137.7,4.52,1.37,136.55,4.48,,43.1,69.9
1.4,139.97,4.59,1.39,138.51,4.54,,43.2,71.9
1.4,139.97,4.59,1.39,138.52,4.54,,44.6,71.9
1.42,141.62,4.65,1.39,139.41,4.57,,45,72.5
1.41,140.87,4.62,1.39,138.71,4.55,,47,71.8
1.4,139.89,4.59,1.37,137.34,4.51,,47.5,70.1
1.4,140.33,4.6,1.38,137.97,4.53,,48,71.2
1.39,138.63,4.55,1.36,135.87,4.46,,48.3,68.8
1.4,139.56,4.58,1.37,137.07,4.5,,48.7,70.2
1.4,140.11,4.6,1.38,137.71,4.52,,48.3,70.5
1.43,143.17,4.7,1.41,141.02,4.63,,48.4,73.4
1.41,140.9,4.62,1.39,138.57,4.55,,47.3,71.2
1.4,139.8,4.59,1.38,137.76,4.52,,47.9,70.3
1.39,138.75,4.55,1.36,136.48,4.48,,47.4,69
1.38,137.94,4.53,1.36,136.09,4.46,,47.9,68.4
1.37,137.39,4.51,1.36,135.7,4.45,,46,67.8
1.37,136.54,4.48,1.35,135.16,4.43,,48.5,67.4
1.36,136.08,4.46,1.35,134.83,4.42,,46.9,67
1.35,135.35,4.44,1.34,134.26,4.4,,48.2,66.8
1.35,135.07,4.43,1.34,134.12,4.4,,47,66.8
1.35,134.62,4.42,1.34,133.74,4.39,,46.1,66.7
1.35,134.63,4.42,1.34,133.72,4.39,,45.3,66.5
1.35,134.74,4.42,1.34,133.72,4.39,,44,66.6
1.35,134.68,4.42,1.34,133.78,4.39,,43.6,66.8
1.35,134.69,4.42,1.34,133.88,4.39,,43.7,66.8
1.36,135.84,4.46,1.35,135.07,4.43,,43.8,67.9
1.36,135.9,4.46,1.35,135.29,4.44,,43.8,68.1
1.36,136.43,4.48,1.36,135.83,4.46,,43.8,68.6
1.37,137.41,4.51,1.37,136.76,4.49,,43.7,69.3
1.38,137.91,4.52,1.37,137.29,4.5,,43.7,69.7
1.39,138.61,4.55,1.38,137.96,4.53,,43.6,70.2
1.39,139.01,4.56,1.38,138.31,4.54,,43.5,70.7
1.4,139.55,4.58,1.39,138.54,4.55,,43.4,71
1.4,139.9,4.59,1.39,138.79,4.55,,43.2,71.2
1.4,139.95,4.59,1.38,138.47,4.54,,45.2,71.2
1.42,141.77,4.65,1.4,140.13,4.6,,46,72.8
1.41,140.57,4.61,1.38,138.34,4.54,,46.4,70.8
1.42,142,4.66,1.4,139.8,4.59,,47.2,72.2
1.42,142.02,4.66,1.4,139.61,4.58,,47.5,71.8
1.4,140.42,4.61,1.38,137.88,4.52,,48,70.1
1.41,140.98,4.63,1.39,138.53,4.55,,48.3,70.7
1.42,141.7,4.65,1.39,139.32,4.57,,47.5,71.5
1.43,143.24,4.7,1.41,141.02,4.63,,47.2,73.1
1.42,142.09,4.66,1.4,140,4.59,,47.1,71.9
1.4,140.07,4.6,1.38,138.11,4.53,,47,70
1.42,142.29,4.67,1.4,140.48,4.61,,46.6,72.3
1.41,141.04,4.63,1.39,139.37,4.57,,46.6,70.8
1.4,140.23,4.6,1.39,138.74,4.55,,47.3,70
1.4,139.76,4.59,1.38,138.5,4.54,,47.4,69.7
1.39,139.08,4.56,1.38,137.77,4.52,,47.2,68.9
1.38,137.89,4.52,1.37,136.72,4.49,,47.7,67.9
1.37,136.9,4.49,1.36,135.75,4.45,,48,67.1
1.36,136.15,4.47,1.35,135.02,4.43,,46.9,66.5
1.35,135.3,4.44,1.34,134.13,4.4,,46.8,65.7
1.35,135.05,4.43,1.34,133.86,4.39,,46.1,65.5
1.35,135.15,4.43,1.34,133.86,4.39,,45.9,65.5
1.35,135.39,4.44,1.34,134.17,4.4,,44.4,65.9
1.36,135.86,4.46,1.35,134.7,4.42,,43.8,66.5
1.37,136.51,4.48,1.35,135.4,4.44,,44,67.1
1.37,136.59,4.48,1.36,135.59,4.45,,44,67.3
1.37,136.8,4.49,1.36,135.98,4.46,,43.9,67.7
1.37,136.5,4.48,1.36,135.85,4.46,,43.9,67.5
1.37,136.51,4.48,1.36,135.94,4.46,,43.8,67.6
1.37,136.62,4.48,1.36,136.03,4.46,,43.8,67.5
1.37,137.29,4.5,1.37,136.8,4.49,,43.7,67.8
1.38,138.37,4.54,1.38,137.66,4.52,,43.9,68.9
=average(a2:a121),=average(b2:b121),=average(c2:c121),=average(d2:d121),=average(e2:e121),=average(f2:f121)
=median(a2:a121),=median(b2:b121),=median(c2:c121),=median(d2:d121),=median(e2:e121),=median(f2:f121)
=max(a2:a121),=max(b2:b121),=max(c2:c121),=max(d2:d121),=max(e2:e121),=max(f2:f121)
