Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
174,174,25,113,0,0
151,176,124,134,99,21
173,173,139,122,15,-12
173,177,54,119,-85,-3
172,177,136,118,82,-1
170,177,77,116,-59,-2
175,178,67,114,-10,-2
173,178,140,139,73,25
172,179,129,139,-11,0
176,178,101,137,-28,-2
177,179,126,131,25,-6
176,179,129,128,3,-3
173,177,123,127,-6,-1
176,177,128,126,5,-1
177,176,133,123,5,-3
174,176,117,121,-16,-2
174,174,136,120,19,-1
177,172,131,118,-5,-2
175,172,136,118,5,0
176,170,139,118,3,0
174,166,140,114,1,-4
173,162,134,118,-6,4
174,162,136,122,2,4
175,161,143,124,7,2
174,157,135,121,-8,-3
173,159,138,122,3,1
175,160,143,122,5,0
176,159,142,121,-1,-1
177,160,139,118,-3,-3
173,160,140,119,1,1
172,162,137,127,-3,8
173,163,137,78,0,-49
173,160,137,78,0,0
174,161,122,78,-15,0
174,149,121,71,-1,-7
173,153,118,73,-3,2
173,149,117,74,-1,1
173,148,137,74,20,0
173,153,115,129,-22,55
174,152,114,124,-1,-5
174,155,113,130,-1,6
174,159,113,91,0,-39
174,162,112,131,-1,40
173,165,111,132,-1,1
173,169,110,104,-1,-28
174,170,109,131,-1,27
174,173,109,132,0,1
175,172,108,135,-1,3
174,172,108,132,0,-3
173,173,132,134,24,2
173,173,131,135,-1,1
174,173,131,135,0,0
174,174,104,132,-27,-3
174,174,133,130,29,-2
173,174,131,130,-2,0
171,174,135,130,4,0
170,174,100,131,-35,1
174,174,133,134,33,3
174,175,131,131,-2,-3
177,174,111,134,-20,3
177,176,113,103,2,-31
178,176,135,130,22,27
178,173,137,126,2,-4
177,170,140,123,3,-3
178,168,134,121,-6,-2
175,165,141,119,7,-2
176,166,141,118,0,-1
174,163,142,119,1,1
176,165,138,124,-4,5
177,165,144,127,6,3
175,167,140,128,-4,1
175,166,139,127,-1,-1
174,167,137,131,-2,4
176,168,139,80,2,-51
173,167,123,79,-16,-1
173,159,122,75,-1,-4
172,154,136,72,14,-3
171,150,137,72,1,0
171,153,137,73,0,1
174,148,116,74,-21,1
174,152,115,139,-1,65
175,150,115,80,0,-59
175,155,114,86,-1,6
174,156,113,136,-1,50
175,161,112,95,-1,-41
175,162,112,123,0,28
174,168,111,103,-1,-20
174,171,110,130,-1,27
173,173,110,110,0,-20
174,174,109,110,-1,0
173,176,134,114,25,4
175,178,133,113,-1,-1
173,177,135,111,2,-2
173,175,134,109,-1,-2
173,175,132,107,-2,-2
173,175,130,106,-2,-1
172,174,129,105,-1,-1
171,175,129,104,0,-1
171,175,131,102,2,-2
168,174,132,135,1,33
173,176,103,135,-29,0
173,176,105,101,2,-34
175,177,109,100,4,-1
178,177,114,99,5,-1
177,174,117,96,3,-3
178,174,133,94,16,-2
176,174,134,93,1,-1
176,175,137,91,3,-2
176,171,135,88,-2,-3
176,173,133,87,-2,-1
177,174,134,86,1,-1
177,171,134,83,0,-3
172,173,126,81,-8,-2
168,169,130,79,4,-2
166,168,128,78,-2,-1
167,167,134,78,6,0
168,153,135,73,1,-5
172,153,114,73,-21,0
174,153,113,73,-1,0
175,152,112,74,-1,1
