Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
167,140,96,94,0,0
174,137,124,140,28,46
169,158,135,142,11,2
175,159,130,133,-5,-9
161,157,137,111,7,-22
164,151,109,136,-28,25
164,142,109,118,0,-18
163,128,118,99,9,-19
162,129,115,118,-3,19
165,138,126,113,11,-5
169,144,120,111,-6,-2
168,157,124,123,4,12
171,161,108,118,-16,-5
169,173,101,139,-7,21
168,175,127,138,26,-1
169,175,120,132,-7,-6
166,174,110,129,-10,-3
162,177,115,126,5,-3
156,178,116,127,1,1
149,173,112,126,-4,-1
143,176,118,129,6,3
140,176,122,126,4,-3
133,175,119,125,-3,-1
130,177,122,124,3,-1
128,173,111,120,-11,-4
135,171,114,117,3,-3
132,171,116,119,2,2
138,169,135,123,19,4
143,171,95,118,-40,-5
154,171,126,110,31,-8
161,171,127,106,1,-4
172,172,130,107,3,1
177,171,129,101,-1,-6
176,171,134,105,5,4
172,169,123,107,-11,2
174,166,127,107,4,0
178,162,133,107,6,0
174,154,126,124,-7,17
175,144,126,62,0,-62
174,136,127,61,1,-1
176,132,122,61,-5,0
175,124,120,61,-2,0
176,127,121,124,1,63
176,125,122,127,1,3
175,132,120,109,-2,-18
175,135,120,113,0,4
176,139,121,129,1,16
175,148,116,116,-5,-13
174,159,109,123,-7,7
175,166,107,126,-2,3
173,175,103,126,-4,0
174,179,102,128,-1,2
174,176,112,133,10,5
170,178,138,131,26,-2
174,177,133,131,-5,0
170,176,123,131,-10,0
160,177,96,131,-27,0
153,173,123,127,27,-4
146,175,65,126,-58,-1
138,175,65,125,0,-1
137,176,65,124,0,-1
131,174,131,123,66,-1
130,174,115,125,-16,2
131,172,110,122,-5,-3
135,172,109,122,-1,0
142,170,122,120,13,-2
147,172,124,118,2,-2
158,172,125,117,1,-1
167,172,129,114,4,-3
176,172,129,113,0,-1
177,172,132,110,3,-3
178,169,126,106,-6,-4
177,169,126,104,0,-2
179,169,126,96,0,-8
178,163,125,103,-1,7
178,153,126,67,1,-36
172,145,122,64,-4,-3
175,138,123,63,1,-1
175,130,122,62,-1,-1
176,128,122,63,0,1
175,128,122,135,0,72
175,131,121,121,-1,-14
174,132,119,111,-2,-10
175,140,119,106,0,-5
174,145,118,104,-1,-2
174,153,120,96,2,-8
172,161,113,120,-7,24
172,162,102,116,-11,-4
172,170,102,115,0,-1
154,176,96,119,-6,4
149,177,94,122,-2,3
171,177,100,117,6,-5
171,177,104,118,4,1
141,174,92,119,-12,1
173,174,109,122,17,3
151,175,102,123,-7,1
161,175,109,125,7,2
152,175,116,126,7,1
144,176,118,125,2,-1
139,175,66,125,-52,0
135,175,121,124,55,-1
135,175,107,125,-14,1
134,174,97,125,-10,0
141,174,107,123,10,-2
143,174,101,121,-6,-2
150,175,91,123,-10,2
158,174,98,128,7,5
164,175,100,125,2,-3
169,174,105,120,5,-5
170,173,106,118,1,-2
171,174,109,117,3,-1
170,172,108,116,-1,-1
168,171,107,116,-1,0
167,169,105,115,-2,-1
167,167,103,114,-2,-1
167,163,101,113,-2,-1
168,158,99,111,-2,-2
164,149,95,106,-4,-5
165,142,94,119,-1,13
163,138,91,134,-3,15
