Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.22,121.6,3.99,1.2,120.48,3.95,,50.7,49.3
1.2,120.4,3.95,1.19,119.35,3.92,,43.1,48.6
1.18,118,3.87,1.17,116.98,3.84,,43.1,47.5
1.18,117.8,3.86,1.16,115.88,3.8,,42.9,45.9
1.18,117.9,3.87,1.16,115.78,3.8,,42.3,45.8
1.19,119.47,3.92,1.18,117.85,3.87,,42.4,48
1.21,120.83,3.96,1.2,119.88,3.93,,46.7,49.3
1.26,126.45,4.15,1.27,126.52,4.15,,46.5,56.3
1.28,127.96,4.2,1.28,127.95,4.2,,44.9,57.5
1.28,127.61,4.19,1.28,127.83,4.19,,46.4,57.6
1.27,126.68,4.16,1.27,127.15,4.17,,45.7,57.3
1.22,121.82,4,1.21,121.41,3.98,,45.5,50.7
1.22,121.82,4,1.21,120.92,3.97,,44.2,50.3
1.26,126.19,4.14,1.27,126.56,4.15,,44.2,57.4
1.22,122.08,4.01,1.22,122.37,4.01,,44,57.3
1.21,120.52,3.95,1.2,119.71,3.93,,42,50.7
1.22,121.59,3.99,1.21,120.86,3.97,,46.1,50.6
1.21,121.28,3.98,1.2,120.3,3.95,,45.1,49.9
1.23,122.76,4.03,1.22,122.3,4.01,,40.8,49.4
1.25,125.32,4.11,1.25,125.3,4.11,,40.9,54.2
1.25,124.71,4.09,1.25,124.75,4.09,,40.4,53.9
1.23,122.54,4.02,1.21,121.16,3.98,,40,49.7
1.23,122.74,4.03,1.21,121.43,3.98,,42.9,49.8
1.22,122.46,4.02,1.21,120.87,3.97,,42.6,49.9
1.24,124.3,4.08,1.23,122.68,4.03,,41.7,50.5
1.24,124.02,4.07,1.22,122.26,4.01,,43.1,50.9
1.25,125.11,4.1,1.23,123.31,4.05,,39.1,51.2
1.27,126.7,4.16,1.25,124.68,4.09,,39.9,51.6
1.29,128.89,4.23,1.28,127.66,4.19,,41.9,54
1.26,125.79,4.13,1.24,124.39,4.08,,39.2,51.6
1.3,130.17,4.27,1.29,129.35,4.24,,38.7,54
1.26,125.76,4.13,1.24,124.37,4.08,,39.3,51.2
1.3,129.79,4.26,1.29,128.93,4.23,,38.9,56.3
1.26,126.06,4.14,1.25,124.73,4.09,,40.4,51.3
1.26,125.8,4.13,1.24,124.05,4.07,,39,51.4
1.26,126.2,4.14,1.25,125.4,4.11,,38.6,54.2
1.29,128.78,4.23,1.27,126.94,4.16,,38.7,55.5
1.25,125.19,4.11,1.23,122.99,4.04,,37.4,51.3
1.25,124.52,4.09,1.22,122.33,4.01,,36.6,51.6
1.17,117.31,3.85,1.15,114.66,3.76,,36.5,42.9
1.27,126.6,4.15,1.24,123.65,4.06,,36.6,52.1
1.25,125.31,4.11,1.22,122.1,4.01,,36.6,52.6
1.26,125.86,4.13,1.22,121.63,3.99,,36.5,52.7
1.17,116.78,3.83,1.17,116.65,3.83,,36.6,53
1.16,115.54,3.79,1.18,118.5,3.89,,36.5,53.8
1.16,115.63,3.79,1.19,118.65,3.89,,38.7,53.6
1.14,113.97,3.74,1.14,114.27,3.75,,39.3,53.5
1.17,116.5,3.82,1.17,116.54,3.82,,39.3,53.7
1.15,114.97,3.77,1.16,115.5,3.79,,39.3,54.2
3.92,391.94,12.9,3.98,397.7,13,,51,58
2.13,213.16,6.99,2.25,224.54,7.37,,50.9,58.7
0.903,90.31,2.96,0.903,90.31,2.96,,26.6,68.3
1.33,133.44,4.38,1.32,132.25,4.34,,46.7,60
1.34,134.14,4.4,1.33,132.59,4.35,,47.3,61.1
1.34,134.42,4.41,1.33,132.92,4.36,,49.2,62.4
1.34,134.12,4.4,1.33,132.73,4.35,,49.5,63.1
1.35,134.81,4.42,1.33,133.35,4.38,,51.1,63.5
1.35,134.56,4.41,1.33,132.99,4.36,,50.4,63.5
1.33,133.42,4.38,1.32,131.62,4.32,,52.3,63.3
1.32,132.4,4.34,1.32,131.66,4.32,,53.4,63.4
1.33,133.46,4.38,1.33,132.98,4.36,,52.2,63.6
1.34,134.32,4.41,1.33,133.05,4.37,,52.3,63.7
1.35,135.06,4.43,1.33,132.77,4.36,,53,63.4
1.35,135.13,4.43,1.33,133.03,4.36,,53.6,63.9
1.35,135.08,4.43,1.33,133.09,4.37,,51.9,63.9
1.35,135.24,4.44,1.33,133.08,4.37,,54.3,63.6
1.34,134.44,4.41,1.33,132.93,4.36,,53.9,63.9
1.35,135.26,4.44,1.33,133.17,4.37,,52.3,63.4
1.35,135.26,4.44,1.34,133.63,4.38,,54.3,63.7
1.33,133.06,4.37,1.33,132.5,4.35,,49.8,63.2
1.34,134.27,4.41,1.33,133.38,4.38,,50.3,63.2
1.34,133.55,4.38,1.33,132.9,4.36,,50.5,63
1.33,132.84,4.36,1.32,131.96,4.33,,48.9,62.7
1.33,133.35,4.38,1.32,132.25,4.34,,48.5,63
1.34,133.76,4.39,1.33,132.87,4.36,,50.7,63.2
1.33,132.64,4.35,1.32,131.85,4.33,,48.1,62.7
1.34,133.51,4.38,1.32,131.81,4.32,,48.1,62.9
1.34,134.21,4.4,1.33,132.76,4.36,,48.5,63.1
1.34,134.35,4.41,1.33,132.79,4.36,,48.1,63.2
1.34,134.38,4.41,1.33,132.7,4.35,,48.2,63.2
1.34,134.43,4.41,1.33,132.76,4.36,,49.1,63.3
1.35,134.74,4.42,1.33,132.94,4.36,,48.7,63.5
1.35,135.05,4.43,1.33,133.28,4.37,,49.3,63.8
1.35,135.08,4.43,1.33,133.29,4.37,,49.8,64
1.35,135.43,4.44,1.34,133.59,4.38,,49.4,64.2
1.36,136.06,4.46,1.34,133.76,4.39,,49.5,64.5
1.36,135.85,4.46,1.33,133.5,4.38,,49.1,64.5
1.36,135.66,4.45,1.34,133.61,4.38,,49.8,64.8
1.36,135.96,4.46,1.34,133.78,4.39,,49.2,64.9
1.36,136.19,4.47,1.34,133.75,4.39,,49.3,65.2
1.37,136.59,4.48,1.34,134.17,4.4,,49.3,65.4
1.37,136.79,4.49,1.34,134.49,4.41,,48.9,65.5
1.37,137.06,4.5,1.35,134.54,4.41,,49.4,65.5
1.38,137.74,4.52,1.35,134.68,4.42,,49.7,65.4
1.38,137.61,4.51,1.35,134.58,4.42,,48.9,65.2
1.37,136.93,4.49,1.34,134.29,4.41,,50.1,65.6
1.37,136.68,4.48,1.34,134.3,4.41,,50,65.5
1.36,136.34,4.47,1.34,134.45,4.41,,49.4,65.6
1.36,136.18,4.47,1.35,134.97,4.43,,50,65.7
1.36,135.58,4.45,1.35,134.69,4.42,,51.3,65.5
1.36,136.21,4.47,1.35,134.89,4.43,,51.3,65.2
1.36,136.33,4.47,1.35,134.9,4.43,,52.2,65
1.36,135.96,4.46,1.35,134.88,4.43,,52.5,65
1.36,135.8,4.46,1.34,134.35,4.41,,52.8,64.2
1.36,136.33,4.47,1.35,134.88,4.43,,52.7,64.8
1.35,135.24,4.44,1.34,133.89,4.39,,52.3,64.1
1.36,135.56,4.45,1.35,134.92,4.43,,52.8,64.8
1.35,135.33,4.44,1.35,134.81,4.42,,52.3,64.7
1.35,135.17,4.43,1.35,134.73,4.42,,54.1,64.6
1.36,136.48,4.48,1.35,134.83,4.42,,52.9,64.6
1.35,135.12,4.43,1.35,134.53,4.41,,55.8,64.3
1.35,135.34,4.44,1.34,134.05,4.4,,52.8,63.8
1.36,136.08,4.46,1.34,134.46,4.41,,53.4,63.7
1.35,135.14,4.43,1.34,134.09,4.4,,53.4,63.7
1.35,134.73,4.42,1.34,133.83,4.39,,53.5,63.7
1.34,134.2,4.4,1.34,134.48,4.41,,53.4,64.3
1.34,133.6,4.38,1.33,133.22,4.37,,53.4,63.3
1.34,133.65,4.38,1.33,133.38,4.38,,53.2,63.2
1.34,133.6,4.38,1.33,133.32,4.37,,53.1,63.2
1.34,134,4.4,1.34,133.7,4.39,,52.9,63.1
=average(a2:a121),=average(b2:b121),=average(c2:c121),=average(d2:d121),=average(e2:e121),=average(f2:f121)
=median(a2:a121),=median(b2:b121),=median(c2:c121),=median(d2:d121),=median(e2:e121),=median(f2:f121)
=max(a2:a121),=max(b2:b121),=max(c2:c121),=max(d2:d121),=max(e2:e121),=max(f2:f121)
