Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.53,152.74,5.01,1.5,150.41,4.93,,54.2,76.6
1.49,148.91,4.89,1.5,149.91,4.92,,55.2,76.5
1.51,150.79,4.95,1.48,148.34,4.87,,56,75.3
1.51,151.01,4.95,1.48,148.35,4.87,,56.7,75
1.61,161.09,5.29,1.59,159.34,5.23,,56.3,81.7
1.6,160.39,5.26,1.58,158.46,5.2,,56.2,80.8
1.61,161.02,5.28,1.59,158.93,5.21,,55.6,81.2
1.6,160.46,5.26,1.58,158.46,5.2,,54.6,80.8
1.65,164.64,5.4,1.63,162.53,5.33,,54,84.9
1.64,164.38,5.39,1.62,162.26,5.32,,55.5,85.4
1.62,161.53,5.3,1.59,159.44,5.23,,55.3,82.6
1.6,160.23,5.26,1.58,158.26,5.19,,54.9,81.4
1.6,159.79,5.24,1.58,157.82,5.18,,58,81.1
1.62,161.79,5.31,1.6,159.83,5.24,,57.2,83.3
1.61,161.16,5.29,1.59,159.29,5.23,,58.2,82.6
1.59,158.97,5.22,1.57,157.11,5.15,,57.5,80.4
1.61,160.7,5.27,1.59,158.93,5.21,,57.4,81.4
1.6,159.94,5.25,1.58,158.34,5.19,,57.1,80.4
1.59,159.35,5.23,1.58,157.79,5.18,,54.2,79.7
1.59,158.7,5.21,1.57,157.07,5.15,,55.3,79
1.58,158.47,5.2,1.57,156.93,5.15,,54.9,78.8
1.59,158.66,5.21,1.57,157.03,5.15,,54.5,78.7
1.59,158.91,5.21,1.57,157.29,5.16,,52.6,78.8
1.59,158.78,5.21,1.57,157.09,5.15,,52.5,79
1.59,158.94,5.21,1.57,157.28,5.16,,53.2,79.2
1.59,159,5.22,1.57,157.3,5.16,,49.8,79
1.59,159.31,5.23,1.57,157.31,5.16,,50.2,78.6
1.59,159.48,5.23,1.57,157.39,5.16,,50.1,78.6
1.6,160.4,5.26,1.58,158.32,5.19,,49.8,79.9
1.61,160.83,5.28,1.59,158.99,5.22,,49.1,80.4
1.61,161.2,5.29,1.59,159.29,5.23,,48.7,80.7
1.61,160.8,5.28,1.59,159.2,5.22,,49.6,80.5
1.61,160.88,5.28,1.59,159.34,5.23,,47.6,80.3
1.61,160.92,5.28,1.6,159.62,5.24,,47.5,80.4
1.62,162.12,5.32,1.61,160.77,5.27,,48.2,81.3
1.63,163.38,5.36,1.62,161.71,5.31,,50.8,82.3
1.65,165.19,5.42,1.63,163.04,5.35,,50,84.1
1.66,165.64,5.43,1.63,163.48,5.36,,50.9,84.3
1.66,165.97,5.45,1.64,163.89,5.38,,50.9,84.2
1.65,165.35,5.42,1.64,164.21,5.39,,51.4,85.6
1.66,165.74,5.44,1.65,164.55,5.4,,54.3,85.7
1.65,165.49,5.43,1.64,164.31,5.39,,54.9,85.4
1.64,164.06,5.38,1.63,163.12,5.35,,55,84
1.64,163.92,5.38,1.63,162.84,5.34,,55.7,83.7
1.64,164.35,5.39,1.63,163.2,5.35,,55.1,84.2
1.64,163.7,5.37,1.63,162.54,5.33,,55.7,83.7
1.64,164.21,5.39,1.63,162.87,5.34,,55.3,83.8
1.63,162.69,5.34,1.61,161.39,5.29,,56,82.4
1.65,164.62,5.4,1.63,163.33,5.36,,54.5,84.4
1.64,164.06,5.38,1.63,162.67,5.34,,53.8,83.7
1.62,162.44,5.33,1.61,160.96,5.28,,53.4,82
1.63,162.94,5.35,1.61,161.46,5.3,,53.3,82.5
1.65,165.3,5.42,1.64,163.8,5.37,,53,84.9
1.64,163.6,5.37,1.62,162.05,5.32,,52.3,83.2
1.66,166.08,5.45,1.65,164.64,5.4,,52.4,85.7
1.66,165.69,5.44,1.64,164.15,5.39,,52.9,85
1.63,162.66,5.34,1.61,161.15,5.29,,53.3,82.2
1.63,163.21,5.35,1.62,161.67,5.3,,53.2,82.6
1.62,161.86,5.31,1.6,160.17,5.25,,53.4,81.3
1.61,161.22,5.29,1.6,159.57,5.24,,53.8,80.8
1.61,160.8,5.28,1.59,159.2,5.22,,53.2,80.3
1.61,160.9,5.28,1.59,159.16,5.22,,53.8,80.1
1.6,160.24,5.26,1.59,158.52,5.2,,54.8,79.7
1.6,159.93,5.25,1.58,158.2,5.19,,54.4,79.3
1.59,159.45,5.23,1.58,157.71,5.17,,55.2,78.8
1.6,159.66,5.24,1.58,157.88,5.18,,54.4,78.8
1.6,159.75,5.24,1.58,157.94,5.18,,54.1,78.3
1.6,159.99,5.25,1.58,158.18,5.19,,53.3,78.7
1.6,159.93,5.25,1.58,158.2,5.19,,54.2,78.7
1.6,160.01,5.25,1.58,158.31,5.19,,54.2,78.8
1.6,159.56,5.23,1.58,157.88,5.18,,54.1,78.7
1.6,159.7,5.24,1.58,157.84,5.18,,53.4,78.6
1.6,160.37,5.26,1.58,158.39,5.2,,54,79
1.61,160.55,5.27,1.59,158.5,5.2,,53.2,79.2
1.61,161.33,5.29,1.59,158.8,5.21,,53.3,79.7
1.62,162.01,5.32,1.6,159.5,5.23,,52.3,80.7
1.63,162.84,5.34,1.6,160.23,5.26,,52.8,81.8
1.64,163.67,5.37,1.61,161.2,5.29,,52.3,82.4
1.64,164.02,5.38,1.62,161.85,5.31,,52.1,83.3
1.64,164.36,5.39,1.62,162.23,5.32,,52.4,83.6
1.65,164.91,5.41,1.63,163.06,5.35,,51.8,84.1
1.65,165.29,5.42,1.64,163.69,5.37,,52.7,84.7
1.66,165.7,5.44,1.65,164.73,5.4,,53,85.8
1.65,165.12,5.42,1.64,164.21,5.39,,54,84.7
1.67,166.76,5.47,1.66,165.75,5.44,,54.1,85.9
1.66,165.62,5.43,1.65,164.66,5.4,,54.4,85.1
1.64,164.28,5.39,1.63,163.3,5.36,,53.9,83.9
1.65,164.85,5.41,1.64,163.89,5.38,,53.5,84.7
1.64,163.89,5.38,1.63,162.65,5.34,,53.5,83.5
1.63,162.63,5.34,1.61,161.45,5.3,,53.5,82.4
1.62,162.49,5.33,1.61,161.21,5.29,,53.7,82.5
1.62,162.3,5.32,1.61,161,5.28,,53.4,82.2
1.63,162.88,5.34,1.62,161.54,5.3,,53.3,82.8
1.64,164.03,5.38,1.63,162.53,5.33,,53.3,83.8
1.64,163.83,5.37,1.62,162.3,5.32,,52.7,83.6
1.63,163.24,5.36,1.62,161.81,5.31,,53.4,83.1
1.62,162.16,5.32,1.61,160.73,5.27,,52.8,81.9
1.63,162.83,5.34,1.61,161.47,5.3,,52.4,82.7
1.62,162.4,5.33,1.61,160.99,5.28,,51.9,82.4
1.62,161.88,5.31,1.61,160.55,5.27,,51.7,82
1.61,161.29,5.29,1.6,160.07,5.25,,52.5,81.3
1.6,160.42,5.26,1.59,159.33,5.23,,51.2,80.6
1.6,159.87,5.25,1.59,158.76,5.21,,53.6,80.1
1.59,159.22,5.22,1.58,158.12,5.19,,53.3,79.5
1.59,158.86,5.21,1.58,157.69,5.17,,53.5,79.2
1.58,158.43,5.2,1.57,157.02,5.15,,53.2,78.8
1.59,158.56,5.2,1.57,157.1,5.15,,53,78.8
1.59,158.55,5.2,1.57,157.02,5.15,,52.4,78.7
1.58,158.34,5.19,1.57,156.81,5.14,,52.3,78.5
1.58,158.02,5.18,1.56,156.48,5.13,,52.5,78.4
1.58,157.91,5.18,1.56,156.42,5.13,,52,78.4
1.58,158.15,5.19,1.57,156.67,5.14,,51.9,78.4
1.58,157.62,5.17,1.56,156.19,5.12,,51.8,78.5
1.58,158.03,5.18,1.57,156.66,5.14,,51.5,78.4
1.58,158.01,5.18,1.57,156.75,5.14,,51.3,78.6
1.58,158.29,5.19,1.57,157.14,5.16,,53.3,79.1
1.58,158.37,5.2,1.57,157.37,5.16,,52.6,79.6
1.59,158.92,5.21,1.58,157.95,5.18,,53,79.8
1.59,158.65,5.2,1.58,157.71,5.17,,53.4,80.2
1.59,159.02,5.22,1.58,158.1,5.19,,53.6,80.7
=average(a2:a121),=average(b2:b121),=average(c2:c121),=average(d2:d121),=average(e2:e121),=average(f2:f121)
=median(a2:a121),=median(b2:b121),=median(c2:c121),=median(d2:d121),=median(e2:e121),=median(f2:f121)
=max(a2:a121),=max(b2:b121),=max(c2:c121),=max(d2:d121),=max(e2:e121),=max(f2:f121)
