Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
158,170,72,89,0,0
159,169,92,77,20,-12
159,169,30,79,-62,2
154,168,38,71,8,-8
151,171,34,74,-4,3
152,168,61,103,27,29
163,175,54,91,-7,-12
168,170,49,75,-5,-16
169,165,30,53,-19,-22
171,167,28,56,-2,3
172,173,27,63,-1,7
166,170,46,86,19,23
165,171,50,102,4,16
164,169,31,115,-19,13
168,166,29,76,-2,-39
167,156,57,113,28,37
166,169,46,138,-11,25
163,164,53,48,7,-90
173,173,36,110,-17,62
175,170,30,118,-6,8
177,139,31,117,1,-1
164,169,22,137,-9,20
168,173,32,122,10,-15
171,151,34,131,2,9
171,129,25,142,-9,11
169,114,24,91,-1,-51
172,163,22,23,-2,-68
171,170,24,24,2,1
170,169,20,21,-4,-3
178,168,32,25,12,4
167,159,25,23,-7,-2
175,159,40,35,15,12
168,163,24,24,-16,-11
173,148,37,22,13,-2
176,168,37,16,0,-6
156,156,27,16,-10,0
165,158,25,18,-2,2
171,159,57,18,32,0
170,157,48,20,-9,2
171,177,110,93,62,73
169,176,55,90,-55,-3
168,172,71,84,16,-6
166,157,98,69,27,-15
158,174,109,60,11,-9
122,104,116,92,7,32
121,103,116,93,0,1
143,172,116,62,0,-31
144,174,116,62,0,0
142,161,129,74,13,12
86,89,55,72,-74,-2
81,93,64,83,9,11
79,-2147483648,57,178,-7,95
142,151,17,25,-40,-153
156,148,9,14,-8,-11
154,141,8,9,-1,-5
154,152,7,13,-1,4
153,155,5,3,-2,-10
150,155,5,4,0,1
143,159,10,18,5,14
151,159,10,14,0,-4
147,162,3,15,-7,1
150,159,4,14,1,-1
140,163,12,16,8,2
145,168,1,25,-11,9
148,170,2,18,1,-7
153,161,3,20,1,2
145,159,4,18,1,-2
151,164,2,22,-2,4
140,168,7,37,5,15
150,158,4,28,-3,-9
149,164,2,22,-2,-6
150,159,7,21,5,-1
157,163,4,16,-3,-5
155,160,5,17,1,1
151,165,2,18,-3,1
161,176,3,24,1,6
158,162,4,16,1,-8
156,167,9,16,5,0
155,169,3,17,-6,1
157,171,6,17,3,0
157,170,7,13,1,-4
158,169,10,14,3,1
157,168,7,14,-3,0
157,163,7,12,0,-2
157,165,13,13,6,1
156,170,11,16,-2,3
156,165,19,13,8,-3
159,165,14,13,-5,0
163,157,25,16,11,3
168,159,17,9,-8,-7
164,162,20,10,3,1
161,164,21,11,1,1
164,164,25,10,4,-1
161,168,20,11,-5,1
159,167,22,12,2,1
160,167,12,8,-10,-4
158,158,12,6,0,-2
158,162,10,8,-2,2
152,162,3,9,-7,1
153,165,5,11,2,2
152,157,15,10,10,-1
155,157,14,9,-1,-1
154,154,11,7,-3,-2
138,153,23,10,12,3
128,149,23,6,0,-4
141,148,15,11,-8,5
148,156,9,10,-6,-1
153,146,9,7,0,-3
154,152,13,8,4,1
152,155,8,12,-5,4
154,151,13,14,5,2
141,166,20,140,7,126
149,172,18,125,-2,-15
153,170,17,127,-1,2
150,166,13,21,-4,-106
137,169,9,137,-4,116
142,167,12,57,3,-80
146,166,12,23,0,-34
156,168,11,76,-1,53
156,168,12,139,1,63
