Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
159,139,137,132,0,0,128,118,HS,FF
163,164,131,125,-6,-7,128,118,HS,FF
157,174,125,115,-6,-10,128,118,HS,FF
155,132,120,103,-5,-12,128,118,HS,FF
163,120,123,92,3,-11,120,83,FF,TO
162,123,127,85,4,-7,120,83,FF,TO
161,129,117,81,-10,-4,120,83,FF,TO
165,127,114,74,-3,-7,120,83,FF,TO
161,141,123,76,9,2,116,84,FF,TO
165,148,115,81,-8,5,116,84,FF,TO
166,159,112,87,-3,6,116,84,FF,TO
165,173,114,93,2,6,116,84,FF,TO
167,174,113,99,-1,6,120,109,FF,FF
163,173,123,106,10,7,120,109,FF,FF
161,174,124,113,1,7,120,109,FF,FF
159,169,120,118,-4,5,120,109,FF,FF
152,166,115,121,-5,3,105,126,FF,HS
143,167,109,124,-6,3,105,126,FF,HS
138,161,102,127,-7,3,105,126,FF,HS
132,167,97,134,-5,7,105,126,FF,HS
129,168,103,131,6,-3,109,128,FF,HS
129,168,107,127,4,-4,109,128,FF,HS
131,171,110,129,3,2,109,128,FF,HS
132,170,117,128,7,-1,109,128,FF,HS
138,166,123,128,6,0,127,125,HS,HS
146,169,127,129,4,1,127,125,HS,HS
158,170,126,122,-1,-7,127,125,HS,HS
164,170,134,121,8,-1,127,125,HS,HS
174,166,139,115,5,-6,133,115,HS,FF
173,166,137,119,-2,4,133,115,HS,FF
170,160,127,115,-10,-4,133,115,HS,FF
170,157,129,112,2,-3,133,115,HS,FF
166,148,132,109,3,-3,131,102,HS,FF
166,140,134,106,2,-3,131,102,HS,FF
161,134,130,101,-4,-5,131,102,HS,FF
162,129,128,95,-2,-6,131,102,HS,FF
164,126,127,93,-1,-2,125,101,HS,FF
170,127,125,98,-2,5,125,101,HS,FF
171,129,125,102,0,4,125,101,HS,FF
172,137,126,112,1,10,125,101,HS,FF
173,139,122,119,-4,7,117,125,FF,HS
173,150,119,125,-3,6,117,125,FF,HS
172,156,115,125,-4,0,117,125,FF,HS
172,168,113,132,-2,7,117,125,FF,HS
172,173,110,137,-3,5,114,131,FF,HS
160,174,114,136,4,-1,114,131,FF,HS
158,170,119,128,5,-8,114,131,FF,HS
157,168,116,126,-3,-2,114,131,FF,HS
155,170,111,132,-5,6,102,129,FF,HS
149,165,105,129,-6,-3,102,129,FF,HS
146,163,99,128,-6,-1,102,129,FF,HS
137,164,93,128,-6,0,102,129,FF,HS
131,167,88,127,-5,-1,82,124,FF,HS
130,166,82,125,-6,-2,82,124,FF,HS
127,167,78,123,-4,-2,82,124,FF,HS
131,168,83,121,5,-2,82,124,FF,HS
134,170,89,120,6,-1,99,115,FF,FF
142,170,98,117,9,-3,99,115,FF,FF
151,169,103,114,5,-3,99,115,FF,FF
164,170,108,111,5,-3,99,115,FF,FF
169,167,112,108,4,-3,117,107,FF,FF
176,169,115,108,3,0,117,107,FF,FF
177,166,118,106,3,-2,117,107,FF,FF
175,164,123,106,5,0,117,107,FF,FF
171,160,126,106,3,0,127,115,HS,FF
171,156,127,116,1,10,127,115,HS,FF
166,148,129,121,2,5,127,115,HS,FF
164,140,129,117,0,-4,127,115,HS,FF
164,132,129,111,0,-6,128,103,HS,FF
165,126,128,104,-1,-7,128,103,HS,FF
169,125,127,98,-1,-6,128,103,HS,FF
171,126,131,101,4,3,128,103,HS,FF
173,126,131,103,0,2,130,104,HS,FF
171,139,131,106,0,3,130,104,HS,FF
170,140,131,108,0,2,130,104,HS,FF
167,149,129,99,-2,-9,130,104,HS,FF
167,158,127,106,-2,7,123,109,HS,FF
167,163,125,109,-2,3,123,109,HS,FF
166,166,123,111,-2,2,123,109,HS,FF
165,168,120,111,-3,0,123,109,HS,FF
165,165,118,109,-2,-2,117,107,FF,FF
164,164,117,108,-1,-1,117,107,FF,FF
164,163,115,106,-2,-2,117,107,FF,FF
162,162,118,105,3,-1,117,107,FF,FF
158,161,118,97,0,-8,118,93,FF,FF
