Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
159,139,137,132,0,0
163,164,114,28,-23,-104
157,174,109,24,-5,-4
155,132,106,22,-3,-2
163,120,135,62,29,40
162,123,127,77,-8,15
161,129,117,84,-10,7
165,127,114,89,-3,5
161,141,123,118,9,29
165,148,115,137,-8,19
166,159,112,134,-3,-3
165,173,114,136,2,2
167,174,113,139,-1,3
163,173,123,129,10,-10
161,174,124,134,1,5
159,169,74,133,-50,-1
152,166,69,132,-5,-1
143,167,66,134,-3,2
138,161,64,136,-2,2
132,167,138,134,74,-2
129,168,124,131,-14,-3
129,168,120,127,-4,-4
131,171,120,129,0,2
132,170,117,128,-3,-1
138,166,123,128,6,0
146,169,127,129,4,1
158,170,126,122,-1,-7
164,170,134,121,8,-1
174,166,139,115,5,-6
173,166,137,119,-2,4
170,160,127,105,-10,-14
170,157,129,68,2,-37
166,148,132,130,3,62
166,140,134,61,2,-69
161,134,130,60,-4,-1
162,129,128,60,-2,0
164,126,127,132,-1,72
170,127,125,116,-2,-16
171,129,125,116,0,0
172,137,126,112,1,-4
173,139,122,119,-4,7
173,150,119,125,-3,6
172,156,115,125,-4,0
172,168,113,132,-2,7
172,173,110,137,-3,5
160,174,126,136,16,-1
158,170,137,128,11,-8
157,168,74,126,-63,-2
155,170,73,132,-1,6
149,165,69,129,-4,-3
146,163,63,128,-6,-1
137,164,62,128,-1,0
131,167,62,127,0,-1
130,166,66,125,4,-2
127,167,69,123,3,-2
131,168,127,121,58,-2
134,170,109,120,-18,-1
142,170,126,117,17,-3
151,169,120,114,-6,-3
164,170,123,111,3,-3
169,167,125,108,2,-3
176,169,124,108,-1,0
177,166,130,106,6,-2
175,164,123,106,-7,0
171,160,126,106,3,0
171,156,127,116,1,10
166,148,129,136,2,20
164,140,129,61,0,-75
164,132,129,60,0,-1
165,126,128,61,-1,1
169,125,127,138,-1,77
171,126,131,112,4,-26
173,126,131,112,0,0
171,139,131,117,0,5
170,140,131,117,0,0
167,149,129,99,-2,-18
167,158,127,106,-2,7
167,163,125,109,-2,3
166,166,123,111,-2,2
165,168,120,111,-3,0
165,165,118,109,-2,-2
164,164,117,108,-1,-1
164,163,115,106,-2,-2
162,162,118,105,3,-1
158,161,118,97,0,-8
151,157,119,94,1,-3
144,154,106,91,-13,-3
139,151,121,92,15,1
133,149,106,96,-15,4
131,144,80,100,-26,4
125,138,129,100,49,0
129,130,59,99,-70,-1
120,108,74,137,15,38
113,173,69,77,-5,-60
104,173,66,87,-3,10
173,173,131,72,65,-15
173,173,132,71,1,-1
173,173,131,72,-1,1
173,173,130,74,-1,2
173,173,127,76,-3,2
173,173,129,75,2,-1
173,173,129,75,0,0
173,173,117,78,-12,3
173,173,114,78,-3,0
173,173,117,77,3,-1
136,173,18,76,-99,-1
138,173,18,78,0,2
139,173,18,78,0,0
140,173,18,81,0,3
173,173,111,80,93,-1
173,173,109,80,-2,0
173,173,90,79,-19,-1
173,173,91,78,1,-1
173,173,89,78,-2,0
173,173,87,79,-2,1
173,173,72,85,-15,6
173,173,69,86,-3,1
173,173,69,84,0,-2
173,174,66,90,-3,6
173,173,65,90,-1,0
