Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
151,137,159,17,0,0
137,168,116,8,-43,-9
144,177,73,2,-43,-6
138,173,91,25,18,23
147,156,92,9,1,-16
149,153,135,77,43,68
151,155,92,131,-43,54
156,153,115,113,23,-18
153,151,97,99,-18,-14
158,164,107,126,10,27
162,169,122,129,15,3
158,179,116,134,-6,5
159,177,10,132,-106,-2
163,175,16,133,6,1
152,176,8,128,-8,-5
153,175,126,135,118,7
153,171,134,132,8,-3
147,174,126,128,-8,-4
135,175,124,129,-2,1
143,174,76,130,-48,1
131,170,129,128,53,-2
138,172,114,127,-15,-1
134,170,109,125,-5,-2
138,171,121,126,12,1
142,170,91,126,-30,0
153,173,103,125,12,-1
158,171,107,122,4,-3
169,175,134,111,27,-11
176,174,136,112,2,1
178,174,130,112,-6,0
172,173,126,110,-4,-2
169,171,132,122,6,12
168,175,136,129,4,7
157,169,130,123,-6,-6
154,158,117,127,-13,4
157,157,125,127,8,0
154,145,121,127,-4,0
160,144,127,123,6,-4
160,140,126,129,-1,6
163,143,124,110,-2,-19
165,140,125,109,1,-1
167,148,124,108,-1,-1
169,148,130,121,6,13
168,156,131,125,1,4
171,157,126,120,-5,-5
170,166,115,124,-11,4
172,174,115,128,0,4
171,175,115,131,0,3
167,176,112,135,-3,4
164,173,117,131,5,-4
164,173,110,131,-7,0
153,175,121,130,11,-1
145,174,127,127,6,-3
136,174,126,124,-1,-3
134,174,127,123,1,-1
127,171,69,121,-58,-2
131,172,123,121,54,0
135,169,123,117,0,-4
134,170,119,119,-4,2
139,168,131,116,12,-3
143,168,125,114,-6,-2
148,169,130,113,5,-1
156,169,131,110,1,-3
162,170,134,109,3,-1
162,171,127,108,-7,-1
166,170,132,106,5,-2
166,171,134,101,2,-5
153,170,128,98,-6,-3
150,169,126,103,-2,5
148,162,124,125,-2,22
150,161,125,112,1,-13
147,153,123,67,-2,-45
149,147,125,127,2,60
153,148,123,101,-2,-26
156,148,123,108,0,7
159,148,124,104,1,-4
163,149,123,111,-1,7
166,153,124,103,1,-8
168,157,124,118,0,15
171,161,123,109,-1,-9
173,166,123,116,0,7
174,172,123,123,0,7
175,178,122,130,-1,7
175,176,121,126,-1,-4
174,175,118,133,-3,7
173,176,113,130,-5,-3
169,176,110,133,-3,3
165,177,110,132,0,-1
156,177,107,129,-3,-3
151,176,127,128,20,-1
142,175,74,127,-53,-1
135,174,126,127,52,0
133,173,73,124,-53,-3
131,173,120,122,47,-2
137,171,120,121,0,-1
133,171,109,119,-11,-2
141,171,117,117,8,-2
143,172,123,117,6,0
156,172,124,116,1,-1
156,173,122,115,-2,-1
163,171,126,115,4,0
152,171,121,108,-5,-7
150,172,119,109,-2,1
147,168,115,112,-4,3
145,161,113,125,-2,13
144,153,112,65,-1,-60
143,149,111,140,-1,75
143,146,109,127,-2,-13
147,144,108,134,-1,7
150,146,107,125,-1,-9
152,150,107,114,0,-11
154,150,107,115,0,1
157,153,108,110,1,-5
160,156,107,113,-1,3
162,159,107,112,0,-1
164,163,107,112,0,0
166,170,107,119,0,7
168,174,106,116,-1,-3
168,178,105,118,-1,2
168,177,105,121,0,3
