Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.29,129,4.23,1.26,126.16,4.14,,50.7,59
1.42,142.5,4.68,1.39,139.42,4.57,,48,70.4
1.4,139.6,4.58,1.36,136.41,4.48,,50.3,68.1
1.42,142.49,4.67,1.39,139.31,4.57,,49.4,71
1.41,140.89,4.62,1.38,138.45,4.54,,47.2,69.9
1.42,141.53,4.64,1.39,139.07,4.56,,45.6,70
1.43,142.69,4.68,1.41,140.55,4.61,,44,71.9
1.44,143.93,4.72,1.42,142.29,4.67,,45.7,73.3
1.47,146.65,4.81,1.44,143.66,4.71,,45.2,74.9
1.46,145.61,4.78,1.43,143.1,4.69,,44.3,74.3
1.4,139.89,4.59,1.39,138.79,4.55,,43.6,70.3
1.42,141.99,4.66,1.41,141.35,4.64,,43.5,73.2
1.42,141.59,4.65,1.41,141.08,4.63,,43.3,73.1
1.4,140.37,4.61,1.4,140.28,4.6,,43.1,72.7
1.42,141.66,4.65,1.41,141.17,4.63,,42.9,73
1.42,141.75,4.65,1.41,141.17,4.63,,42.8,72.7
1.42,141.87,4.65,1.41,141.4,4.64,,43.4,72.8
1.45,144.75,4.75,1.43,143.31,4.7,,43.8,74.4
1.45,145.21,4.76,1.43,142.92,4.69,,47.8,73.3
1.45,144.69,4.75,1.43,142.68,4.68,,46.5,73.5
1.44,144.36,4.74,1.42,141.88,4.65,,49.8,72.4
1.43,143.02,4.69,1.41,140.9,4.62,,48.4,70.9
1.45,145.49,4.77,1.43,143.39,4.7,,48.6,73.6
1.44,144.38,4.74,1.42,142.11,4.66,,49,72.6
1.41,141.45,4.64,1.39,139.17,4.57,,49.8,70
1.42,142.13,4.66,1.4,139.83,4.59,,49,69.8
1.41,140.52,4.61,1.38,138,4.53,,49.3,68.3
1.41,141.41,4.64,1.39,138.88,4.56,,49.5,69.4
1.42,142.04,4.66,1.39,139.41,4.57,,49.5,69.7
1.43,142.7,4.68,1.4,140.2,4.6,,49.3,70.5
1.4,140.44,4.61,1.38,138.21,4.53,,49.5,68.5
1.4,139.52,4.58,1.38,137.65,4.52,,49.3,67.9
1.38,138.21,4.53,1.37,136.54,4.48,,49.4,66.7
1.39,138.72,4.55,1.37,136.7,4.48,,49.6,67.3
1.41,141.48,4.64,1.39,139.45,4.58,,46.9,69.9
1.4,140.38,4.61,1.39,138.68,4.55,,47.5,68.6
1.41,141.1,4.63,1.39,139.5,4.58,,48.4,69.8
1.39,138.87,4.56,1.37,137.47,4.51,,48.8,67.3
1.4,139.58,4.58,1.38,138.14,4.53,,49.5,67.7
1.4,139.61,4.58,1.38,138,4.53,,47.7,67.8
1.4,139.58,4.58,1.38,138.19,4.53,,47.7,68
1.4,139.9,4.59,1.39,138.77,4.55,,48.5,68.6
