Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
155,138,13,35,0,0
150,134,8,20,-5,-15
162,147,13,16,5,-4
157,58,6,12,-7,-4
157,154,9,12,3,0
165,160,14,14,5,2
164,159,12,13,-2,-1
162,133,15,16,3,3
160,137,23,14,8,-2
171,158,23,12,0,-2
165,163,20,12,-3,0
133,153,18,7,-2,-5
166,161,17,11,-1,4
170,162,21,10,4,-1
164,157,23,15,2,5
158,153,22,10,-1,-5
162,162,20,14,-2,4
162,157,22,7,2,-7
163,159,25,6,3,-1
158,164,21,10,-4,4
161,162,15,15,-6,5
163,163,17,10,2,-5
156,159,16,7,-1,-3
159,166,14,8,-2,1
165,144,12,13,-2,5
161,146,10,17,-2,4
164,155,11,16,1,-1
165,146,10,13,-1,-3
159,165,13,13,3,0
156,169,9,15,-4,2
158,172,11,16,2,1
160,169,12,13,1,-3
159,169,11,15,-1,2
158,173,7,14,-4,-1
162,161,5,14,-2,0
163,136,7,20,2,6
164,167,6,17,-1,-3
159,172,7,17,1,0
158,170,4,15,-3,-2
159,170,4,39,0,24
155,164,5,17,1,-22
156,161,5,16,0,-1
158,162,11,38,6,22
154,145,12,15,1,-23
150,160,10,8,-2,-7
150,148,5,15,-5,7
150,161,9,7,4,-8
152,164,11,11,2,4
151,168,7,10,-4,-1
160,160,13,5,6,-5
162,153,13,11,0,6
171,165,19,13,6,2
178,161,46,11,27,-2
175,167,44,9,-2,-2
169,165,63,9,19,0
168,165,31,8,-32,-1
178,94,129,8,98,0
171,118,122,12,-7,4
168,157,117,10,-5,-2
176,162,119,6,2,-4
173,156,113,5,-6,-1
172,159,43,4,-70,-1
166,154,48,4,5,0
171,152,111,13,63,9
171,155,31,14,-80,1
170,147,97,11,66,-3
163,151,122,13,25,2
169,153,103,102,-19,89
171,157,96,109,-7,7
167,144,137,96,41,-13
165,157,137,108,0,12
167,166,89,118,-48,10
168,175,87,139,-2,21
170,176,90,134,3,-5
171,177,90,136,0,2
171,171,90,129,0,-7
161,173,87,125,-3,-4
157,172,10,123,-77,-2
158,167,8,117,-2,-6
147,168,9,116,1,-1
158,167,7,43,-2,-73
156,167,7,101,0,58
155,168,3,127,-4,26
147,171,0,133,-3,6
147,170,78,131,78,-2
149,168,84,117,6,-14
130,170,67,118,-17,1
133,169,131,135,64,17
133,171,80,134,-51,-1
139,172,125,93,45,-41
141,170,126,105,1,12
153,170,102,113,-24,8
160,170,115,115,13,2
169,170,136,112,21,-3
173,170,131,106,-5,-6
179,171,127,107,-4,1
173,172,123,97,-4,-10
170,167,120,85,-3,-12
173,169,157,93,37,8
171,171,157,81,0,-12
170,162,110,102,-47,21
168,155,102,116,-8,14
168,130,98,57,-4,-59
175,134,48,57,-50,0
173,131,93,55,45,-2
171,131,24,59,-69,4
170,130,94,61,70,2
171,130,80,64,-14,3
171,132,97,116,17,52
172,135,115,85,18,-31
173,137,113,117,-2,32
172,144,126,89,13,-28
171,153,94,100,-32,11
171,158,48,18,-46,-82
170,143,110,89,62,71
169,153,102,101,-8,12
169,163,101,127,-1,26
170,151,105,115,4,-12
171,171,114,18,9,-97
172,169,118,14,4,-4
