Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
155,120,14,33,0,0,14,43,FF,FF
129,36,17,38,3,5,14,43,FF,FF
70,33,14,47,-3,9,14,43,FF,FF
55,28,11,57,-3,10,14,43,FF,FF
57,33,6,67,-5,10,11,79,TO,FF
153,35,13,76,7,9,11,79,TO,FF
149,44,18,85,5,9,11,79,TO,FF
139,61,8,91,-10,6,11,79,TO,FF
142,51,12,96,4,5,7,103,TO,FF
138,51,5,101,-7,5,7,103,TO,FF
148,46,4,106,-1,5,7,103,TO,FF
126,52,7,112,3,6,7,103,TO,FF
125,52,10,117,3,5,9,123,TO,FF
136,53,7,121,-3,4,9,123,TO,FF
136,52,10,126,3,5,9,123,TO,FF
17,47,10,130,0,4,9,123,TO,FF
144,46,17,134,7,4,13,141,FF,HS
146,46,9,143,-8,9,13,141,FF,HS
118,43,12,142,3,-1,13,141,FF,HS
131,42,14,145,2,3,13,141,FF,HS
135,45,11,139,-3,-6,8,132,TO,HS
127,153,13,140,2,1,8,132,TO,HS
134,124,3,131,-10,-9,8,132,TO,HS
152,129,6,118,3,-13,8,132,TO,HS
153,118,14,106,8,-12,14,89,FF,FF
147,129,8,95,-6,-11,14,89,FF,FF
123,128,16,84,8,-11,14,89,FF,FF
150,115,20,74,4,-10,14,89,FF,FF
64,71,22,65,2,-9,18,62,FF,FF
128,81,21,59,-1,-6,18,62,FF,FF
141,63,18,61,-3,2,18,62,FF,FF
154,90,11,65,-7,4,18,62,FF,FF
137,65,1,60,-10,-5,2,58,TO,FF
135,85,2,63,1,3,2,58,TO,FF
147,84,1,56,-1,-7,2,58,TO,FF
104,141,5,53,4,-3,2,58,TO,FF
134,137,12,49,7,-4,15,42,FF,FF
126,162,19,44,7,-5,15,42,FF,FF
105,155,11,40,-8,-4,15,42,FF,FF
110,81,19,37,8,-3,15,42,FF,FF
113,63,16,45,-3,8,17,52,FF,FF
109,77,10,51,-6,6,17,52,FF,FF
98,60,19,56,9,5,17,52,FF,FF
59,60,24,59,5,3,17,52,FF,FF
81,67,32,64,8,5,42,70,FF,FF
121,36,42,70,10,6,42,70,FF,FF
125,96,46,75,4,5,42,70,FF,FF
129,138,49,73,3,-2,42,70,FF,FF
144,136,39,69,-10,-4,32,59,FF,FF
147,131,31,63,-8,-6,32,59,FF,FF
134,136,34,56,3,-7,32,59,FF,FF
147,137,24,50,-10,-6,32,59,FF,FF
150,141,21,44,-3,-6,20,40,FF,FF
151,67,20,41,-1,-3,20,40,FF,FF
152,65,19,37,-1,-4,20,40,FF,FF
157,71,23,40,4,3,20,40,FF,FF
135,71,28,44,5,4,36,47,FF,FF
132,74,34,46,6,2,36,47,FF,FF
