Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
155,120,14,33,0,0
129,36,26,126,12,93
70,33,6,129,-20,3
55,28,3,128,-3,-1
57,33,6,128,3,0
153,35,13,128,7,0
149,44,18,142,5,14
139,61,8,98,-10,-44
142,51,12,120,4,22
138,51,5,136,-7,16
148,46,4,140,-1,4
126,52,7,156,3,16
125,52,20,144,13,-12
136,53,7,148,-13,4
136,52,22,158,15,10
17,47,10,144,-12,-14
144,46,17,148,7,4
146,46,9,143,-8,-5
118,43,24,142,15,-1
131,42,14,145,-10,3
135,45,11,139,-3,-6
127,153,13,140,2,1
134,124,3,4,-10,-136
152,129,16,7,13,3
153,118,14,43,-2,36
147,129,8,42,-6,-1
123,128,16,18,8,-24
150,115,20,33,4,15
64,71,31,41,11,8
128,81,21,115,-10,74
141,63,10,104,-11,-11
154,90,11,101,1,-3
137,65,1,12,-10,-89
135,85,2,75,1,63
147,84,1,56,-1,-19
104,141,20,14,19,-42
134,137,33,20,13,6
126,162,42,15,9,-5
105,155,11,17,-31,2
110,81,19,65,8,48
113,63,16,71,-3,6
109,77,10,71,-6,0
98,60,19,140,9,69
59,60,113,58,94,-82
81,67,105,109,-8,51
121,36,120,116,15,7
125,96,22,111,-98,-5
129,138,21,15,-1,-96
144,136,11,19,-10,4
147,131,10,12,-1,-7
134,136,34,10,24,-2
147,137,24,19,-10,9
150,141,21,18,-3,-1
151,67,20,51,-1,33
152,65,19,52,-1,1
157,71,23,50,4,-2
135,71,46,58,23,8
132,74,53,55,7,-3
124,88,59,47,6,-8
132,78,52,53,-7,6
133,112,55,31,3,-22
142,60,48,81,-7,50
130,22,53,83,5,2
41,23,155,108,102,25
54,15,104,91,-51,-17
10,29,111,81,7,-10
14,38,128,115,17,34
11,22,132,121,4,6
13,22,85,116,-47,-5
27,33,52,42,-33,-74
25,26,120,118,68,76
85,54,74,44,-46,-74
-2147483648,-2147483648,-2147483648,177,2147483574,133
120,107,54,35,-2147483594,-142
134,124,84,36,30,1
94,142,93,41,9,5
132,126,48,50,-45,9
139,145,41,165,-7,115
151,125,37,166,-4,1
162,154,41,163,4,-3
156,142,35,36,-6,-127
94,90,117,41,82,5
127,20,129,33,12,-8
105,111,135,60,6,27
165,98,135,61,0,1
170,146,1,15,-134,-46
168,142,6,27,5,12
104,157,5,19,-1,-8
105,132,10,17,5,-2
45,137,11,10,1,-7
22,150,12,8,1,-2
157,156,10,2,-2,-6
156,144,15,15,5,13
152,147,13,12,-2,-3
161,141,17,11,4,-1
169,147,6,139,-11,128
145,149,13,93,7,-46
156,153,30,94,17,1
168,150,23,126,-7,32
165,158,118,6,95,-120
158,151,118,41,0,35
162,136,119,21,1,-20
161,153,118,10,-1,-11
162,170,138,10,20,0
158,152,140,4,2,-6
160,160,117,8,-23,4
162,138,117,3,0,-5
161,150,108,8,-9,5
161,129,132,8,24,0
162,150,132,9,0,1
164,157,133,5,1,-4
161,156,105,17,-28,12
165,134,104,8,-1,-9
165,169,134,129,30,121
160,165,101,72,-33,-57
163,174,100,115,-1,43
167,168,141,140,41,25
166,169,98,123,-43,-17
171,168,110,130,12,7
166,169,90,120,-20,-10
