0.25527, 0.72153, 3.90048
0.27255, 0.48658, 3.90830
0.35666, 0.29330, 3.78403
0.09945, 0.36169, 3.86303
0.05991, 0.06679, 3.81029
0.05718, -0.18877, 3.68367
0.04992, -0.26349, 3.66623
0.50083, 0.09520, 3.84891
0.49366, -0.18564, 3.70953
0.48395, -0.24232, 3.71141
0.28696, 0.11695, 3.86803
0.27640, 0.05827, 3.80635
0.33480, -0.01538, 3.78316
0.21906, 0.01540, 3.79809
0.21152, -0.55243, 3.61048
0.21369, -0.90021, 3.35267
0.17747, -0.89135, 3.27257
0.21149, -0.55391, 3.62646
0.20195, -0.88529, 3.34706
0.15641, -0.88534, 3.23655
0.25748, 0.67822, 3.89275
0.25892, 0.47209, 3.88816
0.36765, 0.35320, 3.80817
0.09834, 0.36163, 3.85933
0.06030, 0.07743, 3.80531
0.04880, -0.14768, 3.69396
0.04863, -0.22300, 3.66884
0.48575, 0.11590, 3.83290
0.50919, -0.09471, 3.71548
0.49749, -0.17303, 3.70407
0.27610, 0.09490, 3.84844
0.26915, 0.03460, 3.78636
0.33243, -0.02443, 3.76938
0.20965, -0.02372, 3.77670
0.21078, -0.57274, 3.56901
0.20911, -0.86589, 3.34354
0.18127, -0.89277, 3.26256
0.21057, -0.55144, 3.59946
0.19839, -0.86120, 3.34194
0.16583, -0.88704, 3.23423
0.25339, 0.66024, 3.87583
0.25064, 0.46653, 3.87472
0.39942, 0.38067, 3.81749
0.09912, 0.36007, 3.83236
0.05791, 0.07892, 3.79540
0.04627, -0.14908, 3.66949
0.04885, -0.22752, 3.65762
0.48401, 0.09916, 3.79898
0.48950, -0.14317, 3.67677
0.49331, -0.21813, 3.64184
0.26686, 0.08806, 3.83384
0.26488, 0.02837, 3.77208
0.33258, -0.02796, 3.74900
0.20148, -0.04036, 3.75928
0.22490, -0.56183, 3.57605
0.20827, -0.82336, 3.35650
0.19975, -0.86637, 3.25843
0.21011, -0.54714, 3.58546
0.20261, -0.85784, 3.33045
0.17098, -0.88741, 3.22975
0.24874, 0.65587, 3.85308
0.24005, 0.46230, 3.84625
0.41005, 0.38439, 3.79980
0.09694, 0.35902, 3.81370
0.05057, 0.08620, 3.75051
0.04589, -0.15183, 3.65031
0.05371, -0.23547, 3.61754
0.48284, 0.06977, 3.74525
0.48301, -0.15105, 3.65984
0.49223, -0.23094, 3.61500
0.25823, 0.08629, 3.80267
0.25798, 0.02759, 3.73892
0.33114, -0.03163, 3.71681
0.19016, -0.04553, 3.72090
0.22643, -0.54563, 3.55531
0.21121, -0.81851, 3.34281
0.20414, -0.86946, 3.25065
0.20780, -0.53082, 3.54087
0.20514, -0.85529, 3.32407
0.17568, -0.88810, 3.22614
0.23282, 0.65400, 3.82042
0.23052, 0.46038, 3.78873
0.41199, 0.37979, 3.77247
0.08500, 0.35471, 3.76179
0.04456, 0.08362, 3.70204
0.05233, -0.14372, 3.59741
0.05697, -0.23551, 3.59249
0.48262, 0.04640, 3.69377
0.47719, -0.17593, 3.61070
0.48872, -0.24463, 3.56057
0.25170, 0.10242, 3.75475
0.25694, 0.04669, 3.69220
0.33472, -0.01701, 3.66814
0.18731, -0.03164, 3.68024
0.22515, -0.53287, 3.53124
0.22018, -0.83990, 3.31356
0.20172, -0.88306, 3.22994
0.20326, -0.52767, 3.49648
0.20768, -0.85416, 3.31862
0.17915, -0.89355, 3.21504
0.21826, 0.65034, 3.77681
0.22564, 0.46119, 3.74582
0.40110, 0.38115, 3.72591
0.07449, 0.35437, 3.70993
0.03905, 0.08597, 3.67581
0.04787, -0.13444, 3.56140
0.05105, -0.22487, 3.53067
0.48198, 0.04121, 3.66612
0.47463, -0.18762, 3.58228
0.48738, -0.25162, 3.53711
0.24855, 0.09949, 3.70187
0.25523, 0.04371, 3.63839
0.33375, -0.02090, 3.61343
0.18618, -0.03436, 3.62626
0.21753, -0.51673, 3.49444
0.22537, -0.84094, 3.30578
