Difference Between AL & AR 
0.338521
0.294052
0.271366
0.273744
0.280923
0.300523
0.331486
0.33757
0.377389
0.416945
0.37618
0.401774
0.388727
0.375489
0.396693
0.373861
0.353035
0.328919
0.295067
0.255522
0.213809
0.192447
0.194764
0.22398
0.271284
0.326515
0.378743
0.445711
0.500316
0.498462
0.491266
0.487699
0.490246
0.490338
0.48514
0.480953
0.444578
0.404367
0.357438
0.306885
0.272998
0.237706
0.226509
0.240889
0.277003
0.305206
0.347613
0.378708
0.415729
0.419462
0.427999
0.433445
0.424215
0.414235
0.376764
0.349256
0.311353
0.271095
0.232888
0.214774
0.229761
0.268243
0.323413
0.382647
0.4301
0.461268
0.473409
0.494126
0.497893
0.497926
0.492695
0.48077
0.469603
0.429739
0.385308
0.339252
0.294235
0.262258
0.239197
0.236651
