0.17416, 0.67470, 3.88074
0.18531, 0.49723, 3.88071
0.33826, 0.40750, 3.82221
0.03935, 0.40552, 3.84312
-0.01664, 0.17574, 3.78504
-0.00596, -0.02262, 3.70407
0.00574, -0.11665, 3.68463
0.39165, 0.18195, 3.80035
0.44573, -0.06065, 3.67961
0.42287, -0.11057, 3.63382
0.21921, 0.11420, 3.84551
0.22160, 0.05300, 3.78066
0.29421, -0.01202, 3.77245
0.15970, -0.01291, 3.75518
0.19098, -0.54814, 3.76356
0.25147, -0.90119, 3.71180
0.22173, -0.95943, 3.65008
0.30975, -0.51490, 3.65664
0.31742, -0.86928, 3.72519
0.30699, -0.94482, 3.68402
0.18254, 0.67285, 3.85955
0.18449, 0.49754, 3.87499
0.33888, 0.40563, 3.81175
0.03953, 0.40890, 3.84084
-0.01559, 0.14265, 3.76681
-0.00549, -0.06566, 3.67369
0.00947, -0.15836, 3.65742
0.40794, 0.13540, 3.76835
0.44703, -0.13656, 3.61378
0.43653, -0.19628, 3.57902
0.21958, 0.11639, 3.83891
0.22082, 0.05570, 3.77397
0.29324, -0.01000, 3.75814
0.15909, -0.00979, 3.75250
0.19090, -0.54650, 3.76168
0.24844, -0.89552, 3.71011
0.23072, -0.95646, 3.64535
0.31364, -0.51074, 3.62415
0.31897, -0.86785, 3.69600
0.31544, -0.94168, 3.64256
0.18688, 0.67555, 3.82807
0.18263, 0.50149, 3.86077
0.33899, 0.40396, 3.78911
0.03833, 0.41075, 3.83182
-0.01838, 0.11990, 3.73015
-0.00006, -0.10472, 3.64051
0.01663, -0.20204, 3.62459
0.42025, 0.10825, 3.73784
0.44846, -0.13894, 3.60895
0.44633, -0.21977, 3.55990
0.21741, 0.12196, 3.82535
0.21730, 0.06145, 3.76060
0.28884, -0.00398, 3.73479
0.15676, -0.00603, 3.74742
0.19019, -0.54553, 3.75918
0.24606, -0.89468, 3.70812
0.23032, -0.95650, 3.63871
0.31477, -0.51261, 3.58918
0.33166, -0.87168, 3.59914
0.31360, -0.94010, 3.56316
0.18961, 0.67715, 3.80905
0.17944, 0.50649, 3.81664
0.33962, 0.40398, 3.76506
0.03303, 0.40663, 3.78671
-0.02015, 0.10852, 3.69910
0.00518, -0.12742, 3.61456
0.01464, -0.22040, 3.57062
0.42852, 0.08706, 3.69953
0.43669, -0.15988, 3.57215
0.45273, -0.23649, 3.54556
0.20620, 0.14153, 3.79014
0.20693, 0.08384, 3.72610
0.28014, 0.01556, 3.70316
0.14269, 0.01651, 3.71242
0.18785, -0.54461, 3.75008
0.23906, -0.89482, 3.69669
0.21212, -0.96102, 3.62395
0.31087, -0.52559, 3.53473
0.33447, -0.87221, 3.47701
0.32632, -0.93534, 3.41575
0.19517, 0.67599, 3.76048
0.18098, 0.50294, 3.75876
0.33969, 0.40216, 3.73415
0.02631, 0.40321, 3.74445
-0.02203, 0.10203, 3.67374
0.00698, -0.13590, 3.59570
0.01280, -0.22346, 3.53875
0.43190, 0.08052, 3.68389
0.43144, -0.18784, 3.53227
0.46473, -0.25363, 3.53192
0.19960, 0.13888, 3.74172
0.20036, 0.07978, 3.67960
0.27448, 0.00954, 3.65860
0.13283, 0.01218, 3.66999
0.18398, -0.54283, 3.73742
0.23026, -0.88977, 3.69200
0.20206, -0.96291, 3.61965
0.30394, -0.53251, 3.47841
0.32492, -0.84989, 3.36701
0.32720, -0.91307, 3.28557
0.19611, 0.67551, 3.73805
0.18048, 0.50114, 3.73216
0.33785, 0.40013, 3.70741
0.02224, 0.39912, 3.70998
-0.02504, 0.10151, 3.65243
0.00136, -0.13028, 3.55800
0.01123, -0.22424, 3.51957
0.42923, 0.08358, 3.65795
0.42784, -0.20344, 3.50608
0.45504, -0.26410, 3.48180
0.19515, 0.13526, 3.71365
0.19625, 0.07544, 3.65111
0.27065, 0.00536, 3.63170
0.12731, 0.00681, 3.63920
0.17547, -0.54784, 3.71806
0.22351, -0.88915, 3.68864
0.19861, -0.96344, 3.61842
0.29857, -0.53057, 3.45725
0.30216, -0.79549, 3.28738
0.30235, -0.83326, 3.19464
0.19831, 0.66518, 3.69148
0.18042, 0.49904, 3.71543
0.33558, 0.39239, 3.66522
0.01952, 0.39927, 3.69069
-0.02859, 0.10438, 3.63446
-0.00548, -0.12223, 3.52990
0.00630, -0.21131, 3.48609
0.42502, 0.09453, 3.62119
0.42338, -0.20922, 3.48862
0.44259, -0.26756, 3.45243
0.19195, 0.12679, 3.68185
0.19045, 0.06703, 3.61673
0.26370, -0.00616, 3.59483
0.11915, -0.00079, 3.59854
0.16624, -0.55102, 3.69765
0.21761, -0.88831, 3.68721
0.19349, -0.96352, 3.61997
0.29439, -0.53003, 3.43224
0.28067, -0.78842, 3.21646
0.28931, -0.84289, 3.11447
0.19890, 0.66702, 3.66964
0.18083, 0.49858, 3.69218
0.33915, 0.38503, 3.63240
0.01671, 0.39845, 3.65308
-0.03387, 0.12423, 3.58660
-0.00918, -0.10928, 3.50407
0.00365, -0.20156, 3.46674
0.42298, 0.09767, 3.57789
0.41595, -0.20136, 3.43721
0.42713, -0.26609, 3.41264
0.19037, 0.12286, 3.65643
0.18895, 0.06284, 3.59166
0.26283, -0.01217, 3.56951
0.11648, -0.00439, 3.57441
0.15573, -0.57325, 3.66646
0.20817, -0.88533, 3.68516
0.19102, -0.96411, 3.61975
0.28500, -0.53984, 3.37762
0.27034, -0.80027, 3.14372
0.27674, -0.85539, 3.03485
0.19498, 0.67588, 3.63454
0.17244, 0.49720, 3.64150
0.34518, 0.38194, 3.60528
0.01427, 0.39357, 3.60821
-0.03475, 0.13081, 3.55058
-0.01291, -0.10492, 3.48122
0.00234, -0.19742, 3.44824
0.42239, 0.09816, 3.56147
0.41692, -0.14602, 3.42733
0.41437, -0.23309, 3.39090
0.18471, 0.13208, 3.61230
0.18609, 0.07392, 3.54909
0.26385, -0.00287, 3.52934
0.11264, 0.00316, 3.53260
0.14976, -0.58148, 3.64568
0.19972, -0.88216, 3.68338
0.18875, -0.96492, 3.61954
0.27082, -0.54372, 3.33316
0.26272, -0.80712, 3.12467
0.27243, -0.85625, 3.01066
0.19416, 0.67828, 3.61202
0.17718, 0.49506, 3.60434
0.35322, 0.38040, 3.57644
0.01418, 0.39108, 3.58704
-0.03349, 0.12424, 3.51924
-0.02101, -0.11008, 3.43567
-0.00487, -0.20302, 3.40735
0.41728, 0.09818, 3.53474
0.41549, -0.12734, 3.40720
0.40944, -0.21628, 3.36785
0.18650, 0.13063, 3.57371
0.18670, 0.07268, 3.50938
0.26364, -0.00180, 3.48526
0.11246, -0.00388, 3.49168
0.14014, -0.57784, 3.60580
0.19153, -0.91930, 3.66880
0.17092, -0.97045, 3.59663
0.26030, -0.53754, 3.29561
0.25741, -0.80666, 3.11920
0.26532, -0.85805, 3.00676
0.19366, 0.67933, 3.59025
0.18303, 0.49565, 3.57310
0.35613, 0.38208, 3.55001
0.01855, 0.39263, 3.54417
-0.03424, 0.12090, 3.49808
-0.02384, -0.11238, 3.40833
-0.00762, -0.20553, 3.38316
0.41625, 0.10275, 3.51844
0.41630, -0.11406, 3.39280
0.40791, -0.20950, 3.35523
0.18572, 0.12948, 3.54264
0.18620, 0.07138, 3.47929
0.26208, -0.00081, 3.45789
0.11152, -0.00667, 3.46340
0.13149, -0.55613, 3.56021
0.18171, -0.90245, 3.66161
0.16406, -0.97041, 3.59626
0.25396, -0.52594, 3.26916
0.25062, -0.80778, 3.10318
0.25515, -0.86895, 2.99595
0.19727, 0.68566, 3.56506
0.18873, 0.49795, 3.54927
0.36166, 0.37936, 3.51730
0.02120, 0.39549, 3.52155
-0.03298, 0.13042, 3.47309
-0.02617, -0.10683, 3.38858
-0.00930, -0.20328, 3.37011
0.41487, 0.11588, 3.46919
0.41087, -0.13852, 3.32830
0.40137, -0.22054, 3.29277
0.18672, 0.12943, 3.51357
0.18607, 0.07145, 3.44890
0.26077, -0.00007, 3.42458
0.11013, -0.00653, 3.43161
0.12715, -0.54827, 3.53532
0.17716, -0.89555, 3.65041
0.15967, -0.97075, 3.59339
0.25371, -0.51813, 3.24096
0.24447, -0.81355, 3.08339
0.24548, -0.88188, 2.97868
0.20324, 0.69364, 3.51021
0.19572, 0.50846, 3.49977
0.36295, 0.38145, 3.46470
0.03135, 0.40241, 3.47847
-0.02569, 0.12948, 3.42764
-0.02593, -0.10624, 3.35502
-0.01610, -0.20442, 3.33672
0.41815, 0.12574, 3.42593
0.41315, -0.12355, 3.29506
0.40120, -0.21248, 3.26269
0.18890, 0.13409, 3.46339
0.18608, 0.07510, 3.39890
0.25765, 0.00613, 3.37564
0.11120, -0.00072, 3.38291
0.11814, -0.53448, 3.48364
0.17029, -0.87781, 3.62760
0.15661, -0.97017, 3.59184
0.25331, -0.51547, 3.22581
0.24282, -0.82195, 3.08187
0.24150, -0.89174, 2.97814
0.20842, 0.70117, 3.47059
0.20517, 0.51585, 3.46687
0.36376, 0.38731, 3.42105
0.03768, 0.40730, 3.44491
-0.02015, 0.12979, 3.39316
-0.02734, -0.10475, 3.32729
-0.02490, -0.19982, 3.28757
0.42438, 0.13574, 3.39096
0.41768, -0.10469, 3.26598
0.40831, -0.19251, 3.22016
0.19566, 0.13991, 3.42639
0.19126, 0.08115, 3.36149
0.26053, 0.01396, 3.33990
0.11744, 0.00703, 3.34349
0.10842, -0.52644, 3.42753
0.16217, -0.86340, 3.59034
0.15667, -0.92183, 3.51375
0.25331, -0.50724, 3.19929
0.24151, -0.82902, 3.08042
0.23953, -0.89814, 2.97968
0.21257, 0.70833, 3.44776
0.21346, 0.52309, 3.43341
0.36547, 0.39826, 3.38902
0.04286, 0.41550, 3.41353
-0.01765, 0.13305, 3.37013
-0.02576, -0.09259, 3.27998
-0.02653, -0.18649, 3.23374
0.43022, 0.14605, 3.34293
0.41878, -0.08372, 3.22045
0.40980, -0.17412, 3.17063
0.19924, 0.14827, 3.39310
0.19352, 0.09005, 3.32826
0.26316, 0.02491, 3.29576
0.11831, 0.01530, 3.31748
0.09367, -0.51361, 3.35620
0.15384, -0.84411, 3.55024
0.14601, -0.93124, 3.51608
0.25318, -0.50250, 3.18442
0.24058, -0.83316, 3.07957
0.23889, -0.90237, 2.98253
0.22804, 0.72220, 3.40458
0.21671, 0.53010, 3.40827
0.37026, 0.40991, 3.35500
0.04667, 0.42544, 3.39126
-0.01272, 0.15189, 3.32963
-0.02568, -0.07640, 3.24112
-0.02808, -0.17789, 3.20778
0.43437, 0.14913, 3.29969
0.41996, -0.08179, 3.18168
0.41003, -0.17561, 3.14477
0.20399, 0.15976, 3.35974
0.19711, 0.10361, 3.29337
0.26640, 0.03382, 3.26658
0.12177, 0.03438, 3.27639
0.07739, -0.50466, 3.28504
0.13819, -0.83874, 3.49173
0.13205, -0.89558, 3.41920
0.25277, -0.49961, 3.17504
0.23983, -0.83572, 3.07881
0.23916, -0.90509, 2.98645
0.23615, 0.72957, 3.38127
0.21298, 0.54104, 3.36580
0.37427, 0.41944, 3.32845
0.05406, 0.44242, 3.35287
-0.00976, 0.15998, 3.28609
-0.02472, -0.06764, 3.19664
-0.03050, -0.16484, 3.15239
0.43590, 0.15094, 3.27468
0.41972, -0.09081, 3.13911
0.41250, -0.17763, 3.09993
0.20523, 0.17131, 3.33052
0.19924, 0.11435, 3.26609
0.26910, 0.04294, 3.23715
0.12398, 0.04517, 3.25383
0.05974, -0.47160, 3.20238
0.12399, -0.80674, 3.42328
0.11298, -0.90151, 3.41885
0.25222, -0.49605, 3.16697
0.23940, -0.83785, 3.07842
0.23974, -0.90658, 2.99015
0.24074, 0.73424, 3.33531
0.21417, 0.54707, 3.34498
0.37884, 0.42641, 3.30605
0.05559, 0.44947, 3.33086
-0.00908, 0.16732, 3.26214
-0.02777, -0.05595, 3.16233
-0.03127, -0.15182, 3.11475
0.43744, 0.15907, 3.23707
0.41972, -0.08938, 3.12018
0.41314, -0.17537, 3.06928
0.20809, 0.17947, 3.30694
0.20247, 0.12308, 3.24194
0.27233, 0.04875, 3.21561
0.12733, 0.05560, 3.22615
0.05706, -0.44209, 3.13492
0.11096, -0.78701, 3.35401
0.09429, -0.89024, 3.36172
0.25127, -0.49332, 3.15957
0.23917, -0.83981, 3.07809
0.24054, -0.90704, 2.99437
0.24266, 0.73874, 3.31623
0.21446, 0.55349, 3.30772
0.38338, 0.43278, 3.28324
0.05821, 0.45471, 3.30528
-0.00894, 0.17417, 3.24209
-0.02896, -0.03792, 3.11718
