Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
171,132,128,143,0,0
169,123,127,147,-1,4
167,126,128,146,1,-1
166,135,126,138,-2,-8
150,147,101,139,-25,1
155,144,102,127,1,-12
163,154,131,135,29,8
169,151,109,120,-22,-15
170,148,108,114,-1,-6
175,154,107,117,-1,3
170,158,103,120,-4,3
169,164,101,122,-2,2
172,164,102,125,1,3
171,170,102,123,0,-2
170,177,98,132,-4,9
170,176,95,128,-3,-4
167,174,92,136,-3,8
167,178,91,131,-1,-5
165,177,88,127,-3,-4
154,174,80,122,-8,-5
149,173,77,121,-3,-1
148,174,101,121,24,0
150,174,112,129,11,8
151,174,118,127,6,-2
152,176,116,127,-2,0
154,175,119,124,3,-3
157,176,128,129,9,5
163,174,128,127,0,-2
164,173,130,123,2,-4
171,172,134,122,4,-1
172,171,133,119,-1,-3
174,171,133,117,0,-2
165,171,131,113,-2,-4
165,170,129,102,-2,-11
158,168,123,112,-6,10
156,163,121,124,-2,12
157,159,125,109,4,-15
157,153,124,120,-1,11
163,152,127,112,3,-8
168,148,130,112,3,0
171,152,132,108,2,-4
173,150,135,110,3,2
174,155,135,111,0,1
171,159,133,115,-2,4
170,162,135,113,2,-2
170,172,96,125,-39,12
169,178,94,125,-2,0
167,176,91,127,-3,2
164,172,133,131,42,4
165,179,85,124,-48,-7
160,178,82,124,-3,0
153,172,133,125,51,1
147,173,74,125,-59,0
144,171,73,124,-1,-1
144,172,120,126,47,2
143,174,119,133,-1,7
150,175,130,97,11,-36
150,176,127,97,-3,0
155,174,129,94,2,-3
157,173,120,92,-9,-2
164,173,123,90,3,-2
172,172,130,132,7,42
172,167,132,126,2,-6
171,171,131,129,-1,3
166,164,129,133,-2,4
160,165,127,116,-2,-17
158,162,133,129,6,13
158,155,136,68,3,-61
160,151,110,66,-26,-2
164,150,127,117,17,51
170,154,128,109,1,-8
173,154,127,112,-1,3
174,158,128,115,1,3
175,162,126,121,-2,6
176,167,128,113,2,-8
176,170,130,114,2,1
174,176,130,118,0,4
174,178,124,120,-6,2
173,175,124,119,0,-1
171,178,123,119,-1,0
169,179,121,119,-2,0
165,178,120,119,-1,0
160,177,126,118,6,-1
153,174,115,117,-11,-1
148,173,75,116,-40,-1
145,172,105,115,30,-1
146,173,123,116,18,1
150,174,111,115,-12,-1
152,173,113,111,2,-4
158,173,116,112,3,1
164,172,123,109,7,-3
169,155,123,99,0,-10
169,154,120,97,-3,-2
172,145,126,93,6,-4
171,141,126,95,0,2
167,140,121,111,-5,16
159,141,122,120,1,9
159,140,124,62,2,-58
156,140,124,62,0,0
157,134,127,59,3,-3
162,141,107,62,-20,3
166,146,101,134,-6,72
169,150,137,118,36,-16
170,156,135,96,-2,-22
170,158,101,97,-34,1
170,164,99,115,-2,18
171,166,97,115,-2,0
170,169,143,100,46,-15
171,174,105,106,-38,6
170,179,101,112,-4,6
170,177,99,115,-2,3
169,173,116,117,17,2
168,175,136,115,20,-2
164,174,137,114,1,-1
166,173,119,113,-18,-1
164,170,102,113,-17,0
157,161,102,108,0,-5
154,143,74,99,-28,-9
143,98,120,106,46,7
145,174,127,106,7,0
